adref,salary_min,redirect_url,description,latitude,title,salary_is_predicted,id,created,__CLASS__,salary_max,longitude,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2Mjg5In0.ABjRTMnlzDc-uN3wTrHnAD8jtgABJg7cCWNC5kdz73Q,85862.32,https://www.adzuna.com/land/ad/5785636289?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=2F99D9DFAF937376DDB026AB62BB54E31ED878E8,"Role: Contractors Lifecycle Specialist Location: 100% Remote Duration: 06 Months Position Overview The Contingent Workforce Management Team centralizes the management of subcontractor relationships to avoid risk, reduce spend, improve efficiency and enhance the quality of vendor relationships and their respective products and/or services. This role will manage end-to-end subcontractor agreement and Statement of Work (SOW) requests. This individual will serve as the point person for teams across…",,Contractors Lifecycle Specialist,1,5785636289,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,85862.32,,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,US,Adzuna::API::Response::Location,['US'],"Nasscomm, Inc.",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjQ2In0.3fC-lzalt5bwp75f1PHMTMgCKG5ximZUQIS0GtcE0Xg,106216.58,https://www.adzuna.com/land/ad/5785636246?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=865142D26F0177775F56A93F329126D601E456F7,"Title : Software Developer Location : Austin, TX (Only Local) Duration : 1  Month Job Type : C2C/W2/C2H/1099 Visa: USC-EAD/-EAD ( State Health Care Experence is must ) Description : Researching, designing, implementing and managing software programs. Testing and evaluating new programs. Working closely with other developers, UX designers, business and systems analysts. Job Description Under the direction of the IT Applications Director, the Full Stack Software Developer is responsible for desig…",30.320233,Software Developer,1,5785636246,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,106216.58,-97.865683,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Bee Cave, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Bee Cave']",Swan Tech Solution LLC,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI3MCIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.FdZC8DlhoDPtCWJnBqAjSu1oFWFfpme82xgTQ_UbCHY,69025.22,https://www.adzuna.com/land/ad/5785636270?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=CF67BBAA72BF6E84E5397C0C09450DBC31768504,"Minimum Requirements 8 Year of Experience in proven track record of developing WordPress sites or applications with PHP and JavaScript. Direct experience building custom WordPress themes and plugins from the ground up. Proficiency in HTML/CSS and knowledge of web best practices regarding accessibility and maintainability. Familiarity with WordPress architecture, including hooks, PHP APIs, the block editor, and REST API. Strong analytical skills with the ability to manage tasks independently in …",,PHP Developer,1,5785636270,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,69025.22,,IT Jobs,Adzuna::API::Response::Category,it-jobs,US,Adzuna::API::Response::Location,['US'],New Era Technology,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI0MCIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.GgUvFw9wOyAMjV1bFiu_rE--ZNJGDUA5foGwjyHc_JY,175353.33,https://www.adzuna.com/land/ad/5785636240?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=892DC6AB466C2ACF6571BCF189387BA0F688335C,"Job Title: Business Systems Analyst Location: Tulsa, Oklahoma Type: Direct Hire Compensation: $110,000.00 - $120,000.00 Contractor Work Model: Hybrid – onsite and remote Hours: 40.0 Security Clearance: Not specified Overview We are seeking a detail-oriented and results-driven Business Systems Analyst (BSA) to support and optimize our Procure-to-Pay (P2P) ecosystem , with a primary focus on SAP Ariba . This role will work closely with Procurement, Finance, Supply Chain, and IT teams to analyze b…",36.095485,Business Systems Analyst,1,5785636240,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,175353.33,-95.884034,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Williams, Tulsa County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Williams']",System One,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI5NyIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.e-YmAd2SZGo7pw2Uc1R6z79NFK9X_XjLcaYFAMUm-Ao,72723.78,https://www.adzuna.com/land/ad/5785636297?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=31B8A8D050AC3F72EB2ADCA5CEAC6B7BA2B0FA0B,"Automation/Manual Testing with Playwright Automation Remote Automated Testing (Playwright): Develop and maintain automated test scripts using Playwright for web applications. Integrate automated tests into CI/CD pipelines for continuous validation. Analyze test results, identify defects, and work with developers to resolve issues. Ensure test coverage across functional, regression, and performance testing. Maintain test data and environments for automation execution. Optimize test execution tim…",,Automation/Manual Testing with Playwright Automation,1,5785636297,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,72723.78,,IT Jobs,Adzuna::API::Response::Category,it-jobs,US,Adzuna::API::Response::Location,['US'],CA-One Tech Cloud Inc.,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjM3In0.XHTXAt5qui4nfsYeKV5Rdv7MJDoVCca7oIfLWfJFQJU,81304.12,https://www.adzuna.com/land/ad/5785636237?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=D725D68A36F1BB336B21E2150CB146A65413CC36,"JOB title :- Devops Engineer Location :- West Point,PA 1. Design, implement and manage CI/CD pipelines for automated deployments. 2.Build and manage AWS infrastructure (EC2, S3, Lambda, RDS, VPC, IAM). 3.Develop automation scripts using Python for provisioning and operational tasks. 4.Implement Infrastructure as Code (IaC) using tools like CloudFormation / Terraform. 5.Monitor system performance using tools like CloudWatch and troubleshoot issues. 6.Ensure high availability, scalability, and se…",40.22454,DevOps Engineer,1,5785636237,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,81304.12,-75.2931,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Upper Gwynedd, Montgomery County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Upper Gwynedd']","eTeam, Inc.",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjU0In0.GE7ZrEJa2uIOFc48oI2xdmodxUhM75swbUfoYhF-ZAE,111002.88,https://www.adzuna.com/land/ad/5785636254?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=127F8A5632E8103A83E3540DAC4B7265CD9B6476,Strong experience with Oracle Fusion Cloud Applications Experience implementing one or more Oracle Fusion modules Oracle Fusion configuration experience Business process analysis Functional design documentation,33.449188,Oracle Fusion Consultant,1,5785636254,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,111002.88,-112.0772,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Phoenix, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Purview Infotech,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI5NiIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.aM4n7ptuL8fH3H_k4x8ctmb6uPqp73NTtqEiO1hh12w,83652.77,https://www.adzuna.com/land/ad/5785636296?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=6A761AF4886F2CC87BFCA1EDAB7443EB36E545E0,"15 years of experience in F&O (Finance module) and CE/CRM (Field Service) implementations as a functional consultant Functional understanding of Finance, Field Service and Sales processes Gather, analyse, and document business requirements through workshops with finance and CE/CRM stakeholders Strong ability to conduct discovery, fit-gap and roadmap recommendations Translate business requirements into functional specifications and solution designs aligned with global templates Strong consulting…",,MS Dynamics 365 Functional Consultant - Remote (Fulltime),1,5785636296,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,83652.77,,IT Jobs,Adzuna::API::Response::Category,it-jobs,US,Adzuna::API::Response::Location,['US'],"The Dignify Solutions, LLC",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjQ4In0.rtejTdsc2Zu4QHpdp7hhqhtzAhItwSA6hjTgHUSeNB4,48910.37,https://www.adzuna.com/land/ad/5785636248?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=E14E4C72E2A9D78756034247BF46B86FE6CA5A47,"We are looking for Operator I for our client in Temecula, CA Job Title: Operator I Job Location: Temecula, CA Job Type: Contract Job Overview: Pay Range: $14.95hr - $19.95hr Requirement/Must Have: Ability to follow policies and procedures. Ability to lift/carry items up to 50 pounds. Ability to navigate a computer and utilize basic desktop computer skills. Must have some manufacturing experience (medical experience is a plus). Must pass eye exam and color vision test. Ability to read, write, an…",33.526068,Operator I,1,5785636248,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,48910.37,-117.132469,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,"Murrieta Hot Springs, Riverside County",Adzuna::API::Response::Location,"['US', 'California', 'Riverside County', 'Murrieta Hot Springs']",Cynet Systems,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjkyIn0.cmJ6etq-pl55ADL9qD5Hk_0KJdYVXipJfAr_HNpjgjY,248758.83,https://www.adzuna.com/land/ad/5785636292?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=2A2B0365E15C6D5A927388B4D885E580B42FFAEF,"Preface The architectural integrity of global investment and technology research relies on the seamless convergence of Scientific Data Operations and rigorous computational execution. Within this domain, where the integration of complex data and high-performance systems is the primary objective, the necessity for first-principles mastery extends beyond the laboratory and into the operational nucleus of the organization. StaffRight Associates is seeking an elite professional to join the Machine …",40.75284,Data Associate | Scientific Datasets,1,5785636292,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,248758.83,-73.97528,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,"Grand Central, Manhattan",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']","StaffRight Associates, LLC",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjU4In0.siqVGuhc1sTUHSoL6Rz_C3FUOhpaijT_bBYXwjA3VjA,89036.52,https://www.adzuna.com/land/ad/5785636258?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=1AB06788962E90FCCCEDDF875397A7FCC4EEC5FD,"Job Description: Crop to Crop resumes are accepted Location Requirement: The primary work location will be 4601 W. Guadalupe, Austin, Texas 78751. Position is 100% ONSITE at the location listed above (NO REMOTE WORK). Subject to change per the hiring team Program will only accept LOCAL ONLY candidates for this position (Within 50-mile radius). Candidates must already reside in Texas. Under the direction of the IT Applications Director, the Full Stack Software Developer is responsible for design…",30.320233,"Full Stack Software Developer (.NET Core, C#, React JS, and CSS) exp in Healthcare & Public Sector - $116 CTC - ONSITE (TX Locals Only)",1,5785636258,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,89036.52,-97.865683,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Bee Cave, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Bee Cave']","Chandra Technologies, Inc.",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2MjYzIn0.7tjLJWCYTuHJvXdkKuPDFGa9GidpGZkfsI9DGsJqCqE,142272.22,https://www.adzuna.com/land/ad/5785636263?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=6AD2A30AAAC86B7AD5C3F751D93599F30E4854A6,"MINDBANK JOB OPENING NOTE: THIS IS NOT A CORP TO CORP JOB; THIS IS A W2 Salaried job with MINDBANK. NO THIRD PARTIES. Job Title: Power Platform Developer Lead Worksite: Denver, CO - 100% Remote Contract Length: 2 years Pay: $110,000 - $122,000 for salaried or for 1099 $60.00 - $65.00 an hour Independent Individual Contractor Job Description Mindbank Consulting Group has an immediate need for a Power Platform Developer. This position will support implementation activities by guiding the overall …",,Power Platform Lead Remote W2 Salaried,1,5785636263,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,142272.22,,IT Jobs,Adzuna::API::Response::Category,it-jobs,US,Adzuna::API::Response::Location,['US'],Mindbank Consulting Group,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI2MCIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.COAVVBx-S05FJE4vjECJYtoZg3H4wHXa9gaanqAyZ18,88079.48,https://www.adzuna.com/land/ad/5785636260?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=DE0F7F9B74A59DD9AB27A4D1CE6343C011AE6CE7,"Required Experience & Skills 4 years work experience working in front-end development Demonstrated experience building production React applications with TypeScript Strong UI/UX sensibility — able to own visual design and interaction decisions, not just implement them Experience integrating REST APIs into front-end applications, including authentication headers and error handling Proficiency with data visualization libraries (Recharts, Chart.js, or equivalent) Ability to build accessible, respo…",42.7039,IBM MDM,1,5785636260,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,88079.48,-84.6228,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Dimondale, Eaton County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Eaton County', 'Dimondale']","VED Software Services, Inc.",Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjIyNiIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.UMw7JHhBo-HTpJZQUh5HyR6F8Fr84LRnBtjfe0UTLCE,124693.26,https://www.adzuna.com/land/ad/5785636226?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=8367CA5ABADF9A495FED4890184DC00EFE60BD4F,"Job Description/ Responsibilities/ Years of experience: • Strong technical skillset with minimum 12 yrs. experience in test automation across the Tech stack – Web/middleware/database • Experience in UI, Web services and mobile automation • Experience in building custom solutions across Test life cycle – Design/Develop/Test • Perform continuous research in Market Trends, arrange mind share sessions with client on new solutions • Provide automation thought leadership and implement new solutions a…",35.2268,Automation Lead,1,5785636226,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,124693.26,-80.8432,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Swanktek Inc,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI2OSIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.eqlPZjeLZY3xe47Uj6QNcPa6_asDBaQX8Rut5ywtjvE,86463.56,https://www.adzuna.com/land/ad/5785636269?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=3173A21EBA94FF954588D72EB099773E49E4B8C1,"Hi, Greetings from Conch Technologies Position: Python Developer Location: Remote Duration: 12 Months Contract Required Skills React development TypeScript development Python backend/API development Relational database experience PostgreSQL preferred/current database platform Thanks & Regards, Chiranjeevi Kosetty Desk: Email: Conch Technologies Inc | 6750 Poplar Ave  711, Memphis, TN 38138, United States",,Python Developer,1,5785636269,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,86463.56,,IT Jobs,Adzuna::API::Response::Category,it-jobs,US,Adzuna::API::Response::Location,['US'],Conch Technologies,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0VfaE5DcDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjM2Mjg0In0.ouZ0qXudkubfRAdhNw8yFFPr3Ywr4nGDfRXrOUp9CCQ,207507.31,https://www.adzuna.com/land/ad/5785636284?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=FA8D513EEB306231B9E9163745EAA104209898B7,"76 months experience working on Business Requirements Project, as lead Analyst, which involved the application of strategies to gather and document business process requirements of new application 76 months experience working as the Lead Business Analyst on projects on which they utilized recognized business process management methodologies (e.g., elicitation and documenting of business process requirements, business process modelling, As-Is and To-Be workflow development and gap analysis, UML …",42.64469,CBAP Certified Business Analyst - Local to NY - Direct In-person Interview - PP Copy and references are mandatory,1,5785636284,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,207507.31,-73.80007,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Elsmere, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Elsmere']",Bits & Bytes Technology Solutions,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzNjI3MiIsInMiOiJjRV9oTkNwMjhSRzVrZVlFalY2OXF3In0.ll7lzLh34omiuaS-KyJj20A_HHJRjAyb328fjc6ozrM,201310.27,https://www.adzuna.com/land/ad/5785636272?se=cE_hNCp28RG5keYEjV69qw&utm_medium=api&utm_source=abfa41a4&v=D5EE2E47D792D22B0CE48C306B2359FB0D21DB65,"Pennsylvania Department of Human Services (DHS) | Secretary’s Office / Cross-Program Initiatives Background The Pennsylvania Department of Human Services (DHS) is one of the Commonwealth’s largest agencies, administering and overseeing programs that support health and wellbeing for Pennsylvanians across the lifespan. DHS manages Pennsylvania’s Medicaid program (Medical Assistance) and works closely with the federal Centers for Medicare & Medicaid Services (CMS), managed care organizations (MCOs…",40.19,Senior Project Manager with Healthcare and federal-state program implementation - Need only Local to PA,1,5785636272,2026-07-02T11:12:34Z,Adzuna::API::Response::Job,201310.27,-76.73,IT Jobs,Adzuna::API::Response::Category,it-jobs,"Royalton, Dauphin County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Dauphin County', 'Royalton']",I-Link Solutions,Adzuna::API::Response::Company,,
