adref,title,latitude,salary_min,longitude,description,salary_max,salary_is_predicted,created,__CLASS__,id,redirect_url,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg3NyIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.jaFzRsbk1vy5RKqNBLYVQHWBAAOcbDRjoDsFvIfFPxo,Travel Nurse RN - Med Surg,37.42972,57362.15,-106.00556,"Job Description \n Epic Travel Staffing is seeking a travel nurse RN Med Surg for a travel nursing job in Waverly, Iowa. Job Description & Requirements\n \n Specialty: Med Surg \n Discipline: RN \n Start Date: 08/03/2026 \n Duration: 13 weeks \n 34.5 hours per week \n Shift: 11.5 hours, nights \n Employment Type: Travel \n \n Job Opportunities \n Epic Travel Staffing is hiring a Travel RN - Med/Surg \n Shift : Nights / 7p-7a, 11.5x3, 34.5 hrs per week, Weekend Rotation Nights (Friday, Saturday,…",57362.15,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924877,https://www.adzuna.com/land/ad/5810924877?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=1DF468E82810DDF314B4718833C8B67BE73E7E58,"['US', 'Colorado', 'Alamosa County', 'Waverly']","Waverly, Alamosa County",Adzuna::API::Response::Location,Epic Travel Staffing,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODkxIn0.gOTeFKPxG7vcimkS64Nr1gFBTTafCImdDnSOsPCZwl8,Travel Speech-Language Pathologist,44.552011,117698.26,-69.631712,"Job Description \n Prime Staffing is seeking a travel Speech Language Pathologist for a travel job in Waterville, Maine. Job Description & Requirements\n \n Specialty: Speech Language Pathologist \n Discipline: Therapy \n Start Date: 07/27/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours \n Employment Type: Travel \n \n ID: 64160891 Shift: 08:00:00 - 16:30:00 Description: urgent need Guaranteed Hours: 35 Contract Weeks:90 \n Prime Staffing Job ID 37593078. Pay package is based …",117698.26,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924891,https://www.adzuna.com/land/ad/5810924891?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=A250859E03F59DF489FDF9679019FC0E688D25B2,"['US', 'Maine', 'Kennebec County', 'Waterville']","Waterville, Kennebec County",Adzuna::API::Response::Location,Prime Staffing,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg4NiIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.Z9jCMuRn09qLRWGqXSvKbUQx2g_q-FB7q-FvbvX_e0s,Travel MRI Technologist,42.293147,155387.05,-71.231991,"Job Description \n PRN Healthcare is seeking a travel MRI Technologist for a travel job in Needham, Massachusetts. Job Description & Requirements\n \n Specialty: MRI Technologist \n Discipline: Allied Health Professional \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Travel \n \n PRN Healthcare Job ID 1564165. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to…",155387.05,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924886,https://www.adzuna.com/land/ad/5810924886?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=74C56DC65555CFE4800304FCD6205E61C1024852,"['US', 'Massachusetts', 'Norfolk County', 'Needham Heights']","Needham Heights, Norfolk County",Adzuna::API::Response::Location,PRN Healthcare,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODk2In0.xhEuVg0iPvCz4fpmsAzfMIpirfHY7LixlQPBa2Bp6mA,Local Contract L&D RN,38.025476,116739.45,-122.029407,"Job Description \n Host Healthcare is seeking a local contract nurse RN Labor and Delivery for a local contract nursing job in Clyde, North Carolina. Job Description & Requirements\n \n Specialty: Labor and Delivery \n Discipline: RN \n Start Date: ASAP \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Local Contract \n \n Host Healthcare Job ID La1fVX000003jBATYA2. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) wit…",116739.45,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924896,https://www.adzuna.com/land/ad/5810924896?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=4F8F0DE75B4CAB36052098AD4ECC299934445273,"['US', 'California', 'Contra Costa County', 'Clyde']","Clyde, Contra Costa County",Adzuna::API::Response::Location,Host Healthcare,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg4MyIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.CqtqsmJtjA8323J8b1NiDM_nW2PHsZi6GGXR_aWz4VQ,Travel PACU RN,42.16808,110092.43,-88.428142,"Job Description \n Express Healthcare Staffing Illinois is seeking a travel nurse RN PACU - Post Anesthesia Care for a travel nursing job in Huntley, Illinois. Job Description & Requirements\n \n Specialty: PACU - Post Anesthesia Care \n Discipline: RN \n Start Date: 08/03/2026 \n Duration: 12 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n Must have IL license to be considered. NO compact license \n Requied certification: BLS, ACLS, PALS \n Requieed experien…",110092.43,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924883,https://www.adzuna.com/land/ad/5810924883?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=7B6C1FCDDBDC060D3ACD57731642EFC5449264F6,"['US', 'Illinois', 'McHenry County', 'Huntley']","Huntley, McHenry County",Adzuna::API::Response::Location,Express Healthcare Staffing Illinois,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODcxIn0.611hUPkgycqdq46Qh9PPImo0h_j8WvmQbgSbwg_oy70,Travel Nurse RN - Labor and Delivery,37.529659,54183.94,-122.04024,"Job Description \n Trusted Talent is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Newark, New York. Job Description & Requirements\n \n Specialty: Labor and Delivery \n Discipline: RN \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, days, nights \n Employment Type: Travel \n \n \n The Registered Nurses are expected to independently provide comprehensive care to patients in all phases of antepartum, intrapartum, postpartum, and …",54183.94,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924871,https://www.adzuna.com/land/ad/5810924871?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=5C8B9CE9219F4271F6C7AE97B413F4379FE5F0BE,"['US', 'California', 'Alameda County', 'Newark']","Newark, Alameda County",Adzuna::API::Response::Location,Trusted Talent,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg4OSIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.IX_mRJ_Ry3NkJ_2N_RXTYOjen62HKwAovxeByfukzdY,Travel Occupational Therapist,46.125513,104582.71,-113.067625,"Job Description \n RCM HealthCare Travel is seeking a travel Occupational Therapist for a travel job in Anaconda, Montana. Job Description & Requirements\n \n Specialty: Occupational Therapist \n Discipline: Therapy \n Start Date: ASAP \n Duration: 13 weeks \n 24 hours per week \n Shift: 8 hours, flexible \n Employment Type: Travel \n \n Position number : Occupational Therapist/OT | Other Area(s) Specialty/ Unit Type : Rehabilitation | Other Area(s),Rehab | Other Area(s) Shift posted for job : …",104582.71,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924889,https://www.adzuna.com/land/ad/5810924889?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=8B11D6236D073629DD7EF6D29B2366AE01A7468E,"['US', 'Montana', 'Deer Lodge County', 'Anaconda']","Anaconda, Deer Lodge County",Adzuna::API::Response::Location,RCM HealthCare Travel,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODgxIn0.0s5pTUXsqlyRPc-fAd8DiIkYUU6Vd6BRp88ZIKlS_mQ,Travel Registered Nurse - CCU,40.106073,115168.32,-88.221773,"Job Description \n Focus Staff is seeking a travel nurse RN CCU - Coronary Care for a travel nursing job in Urbana, Illinois. Job Description & Requirements\n \n Specialty: CCU - Coronary Care \n Discipline: RN \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Travel \n \n \n Ready to make a meaningful impact through the work you do every day? Join Focus Staff as a Travel CCU RN - Critical Care Unit Registered Nurse in Urbana, IL…",115168.32,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924881,https://www.adzuna.com/land/ad/5810924881?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=464D60ADB039B9501D4485A70FDA8A8CABF7E927,"['US', 'Illinois', 'Champaign County', 'Urbana']","Urbana, Champaign County",Adzuna::API::Response::Location,Focus Staff,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg3NCIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.hNIgI01ICar1_rdSHZCRoEQLx5LkDmq0qxtI-AOyD1A,Travel L&D RN,40.425278,62112.77,-99.065556,"Job Description \n Focus Staff is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Keene, New Hampshire. Job Description & Requirements\n \n Specialty: Labor and Delivery \n Discipline: RN \n Start Date: 09/14/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, days \n Employment Type: Travel \n \n \n Start your next rewarding travel Labor and Delivery (L&D) RN assignment with Focus Staff in Keene, NH. Bring your expertise and passion for maternal and new…",62112.77,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924874,https://www.adzuna.com/land/ad/5810924874?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=9425C4BDAD5FA41BD39F467BFEF011DC72BCB9D0,"['US', 'Nebraska', 'Kearney County', 'Keene']","Keene, Kearney County",Adzuna::API::Response::Location,Focus Staff,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg3MiIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.9nhiK_kLiI64LA6lNOJzJkqkntO-P4f-BU5vDQDKWis,Travel RDN - Registered Dietitian Nutritionist,36.303352,63298.16,-119.383103,"Job Description \n Magnet Medical is seeking a travel RDN - Registered Dietitian Nutritionist for a travel job in Visalia, California. Job Description & Requirements\n \n Specialty: RDN - Registered Dietitian Nutritionist \n Discipline: Allied Health Professional \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n \n A Dietitian is a healthcare professional who specializes in food and nutrition. Dietitians assess the nutr…",63298.16,1,2026-07-22T10:51:35Z,Adzuna::API::Response::Job,5810924872,https://www.adzuna.com/land/ad/5810924872?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=6F951417D806BB3D0AEF2EA5CFC78A9BA5BA64A7,"['US', 'California', 'Tulare County', 'Visalia']","Visalia, Tulare County",Adzuna::API::Response::Location,Magnet Medical,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg2MSIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.c_0b_54SlkxCDyMA7rW08hux7uNgoU_KdIvqyYa55wo,Travel Nurse RN - Pediatrics PACU - Post Anesthetic Care,34.850555,117879.67,-82.394,"Job Description \n Host Healthcare is seeking a travel nurse RN Pediatrics PACU - Post Anesthetic Care for a travel nursing job in Greenville, South Carolina. Job Description & Requirements\n \n Specialty: Pediatrics PACU - Post Anesthetic Care \n Discipline: RN \n Start Date: 08/03/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 10 hours, days \n Employment Type: Travel \n \n Host Healthcare Job ID a1fVX000003jEgDYAU. Pay package is based on 10 hour shifts and 40 hours per week (subj…",117879.67,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924861,https://www.adzuna.com/land/ad/5810924861?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=1980669A1517205C9BC100A67CA0DC5F8159EE95,"['US', 'South Carolina', 'Greenville County', 'Greenville']","Greenville, Greenville County",Adzuna::API::Response::Location,Host Healthcare,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODY5In0.JFRtpeAzGphZbKeX61sBZByteI01VRbca-Uora3GlSw,Travel Nurse RN - Home Health,40.685203,56701.0,-89.59617,"Job Description \n SkyBridge Healthcare Home Health & Hospice is seeking a travel nurse RN Home Health for a travel nursing job in Peoria, Arizona. Job Description & Requirements\n \n Specialty: Home Health \n Discipline: RN \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n SkyBridge Healthcare Home Health & Hospice Job ID 400HH121076. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amo…",56701.0,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924869,https://www.adzuna.com/land/ad/5810924869?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=EA2629D319565360167B5B6BB4CAE199F3EF04DF,"['US', 'Illinois', 'Peoria County', 'Peoria']","Peoria, Peoria County",Adzuna::API::Response::Location,SkyBridge Healthcare Home Health & Hospice,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODY0In0.zZi5vJHFfgdWv1e3U3wB0q_z_fDDMXXtKipdqHqklDU,Travel Occupational Therapist,37.328101,83603.16,-87.498888,"Job Description \n Medical Talent is seeking a travel Occupational Therapist for a travel job in Madisonville, Texas. Job Description & Requirements\n \n Specialty: Occupational Therapist \n Discipline: Therapy \n Start Date: 08/10/2026 \n Duration: 12 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n \n Join the Medical Talent Team! \n Join our dynamic team and embark on a rewarding journey with us! We are Joint Commission certified and known for our commitmen…",83603.16,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924864,https://www.adzuna.com/land/ad/5810924864?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=FDF462DA49C0302B18ED5B9B5E50A9F3C62646E1,"['US', 'Kentucky', 'Hopkins County', 'Madisonville']","Madisonville, Hopkins County",Adzuna::API::Response::Location,Medical Talent,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODY2In0.9ydTsNPeMm0d5lpsUOd8yoxUZjMS17RUNq_e6VeuTWY,Travel Home Health Physical Therapist,32.726967,195697.28,-117.164709,"Job Description \n Uniti Med is seeking a travel Physical Therapist for a travel job in San Diego, California. Job Description & Requirements\n \n Specialty: Physical Therapist \n Discipline: Therapy \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, days \n Employment Type: Travel \n \n \n Benefits: \n \n Day 1 Insurance \n Cigna medical, MetLife dental and vision insurance \n License reimbursement for new licenses needed for each assignment \n Discounts w…",195697.28,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924866,https://www.adzuna.com/land/ad/5810924866?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=7B0E72A2DAFA300B1E8E950076B85734A4936D49,"['US', 'California', 'San Diego County', 'San Diego']","San Diego, San Diego County",Adzuna::API::Response::Location,Uniti Med,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODU0In0.VcjSKNU91RM1_ZQ5DKYZovZ2PHaYbVR71772qm6JnSc,Travel Nurse RN - NICU - Neonatal Intensive Care,44.808155,88032.62,-85.251548,"Job Description \n Uniti Med is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Rapid City, South Dakota. Job Description & Requirements\n \n Specialty: NICU - Neonatal Intensive Care \n Discipline: RN \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 48 hours per week \n Shift: 12 hours, rotating \n Employment Type: Travel \n \n \n Benefits: \n \n Day 1 Insurance \n Cigna medical, MetLife dental and vision insurance \n License reimbursement for new license…",88032.62,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924854,https://www.adzuna.com/land/ad/5810924854?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=31C2E377183137DAAF088D82B4B150A7D7003E80,"['US', 'Michigan', 'Kalkaska County', 'Rapid City']","Rapid City, Kalkaska County",Adzuna::API::Response::Location,Uniti Med,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDkyNDg1NiIsInMiOiJURW1pVnQtRjhSR2ExNEVxeVhveS13In0.__TFh2UO5JrPt6jE300aRNA7WEUx---yuKFu3Csj8LU,Travel CT Technologist,32.214792,289068.53,-110.971527,"Job Description \n Vibra Travels is seeking a travel CT Technologist for a travel job in Tucson, Arizona. Job Description & Requirements\n \n Specialty: CT Technologist \n Discipline: Allied Health Professional \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n VIBRA TRAVELS is looking for a CORPORATE TRAVEL CT TECHNOLOGIST to join our team. We look for CT Techs with acute care experience \n Benefits/Perks of working with VIBRA TRAVELS: \n • Work…",289068.53,1,2026-07-22T10:51:34Z,Adzuna::API::Response::Job,5810924856,https://www.adzuna.com/land/ad/5810924856?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=1CCFF789C8ED3380193A00D1E5613312F205AE9F,"['US', 'Arizona', 'Pima County', 'Tucson']","Tucson, Pima County",Adzuna::API::Response::Location,Vibra Travels,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVtaVZ0LUY4UkdhMTRFcXlYb3ktdyIsImkiOiI1ODEwOTI0ODIzIn0.lfk_MH8kkE8bHAPQaROYRpyHINkHYYK5bN2a8zaHqBk,Travel Post Partum / Mother Baby RN,35.592746,68776.24,-82.556456,"Job Description \n Prime Staffing is seeking a travel nurse RN Post Partum for a travel nursing job in Asheville, North Carolina. Job Description & Requirements\n \n Specialty: Post Partum \n Discipline: RN \n Start Date: ASAP \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours \n Employment Type: Travel \n \n ID: 64088118 Shift: 06:45-19:15 Description: Description:509 Biltmore Avenue, Asheville, NC 28801The Kind. The Brave. The Driven.Committed to Positive Impact. Committed to You.M…",68776.24,1,2026-07-22T10:51:33Z,Adzuna::API::Response::Job,5810924823,https://www.adzuna.com/land/ad/5810924823?se=TEmiVt-F8RGa14EqyXoy-w&utm_medium=api&utm_source=abfa41a4&v=D793D178E59DF0327477F3ABAF0E770FB7170064,"['US', 'North Carolina', 'Buncombe County', 'Asheville']","Asheville, Buncombe County",Adzuna::API::Response::Location,Prime Staffing,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
