adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIyMTQxIn0.lH4__fZ7HG43jl2Vx2Tyxww1mGUdGX1Tm5PLfRZJ1w4,2026-05-15T10:37:35Z,400000.0,-102.0835,300000.0,5730422141,"Highly respected and established G astroenterology practice seeks a Board-Certified or Board-Eligible GI to assist with the tremendous demands. Highlights: Employed or private practice option Shared call schedule Robotics available onsite Experienced, supportive clinical staff Block scheduling available w/efficient turn-around times Community Info: Near Permian Basin, the largest oil & gas producing region in the U.S. Strong & diversifying local economy w/continued business growth Serves a popu…",31.98892,https://www.adzuna.com/details/5730422141?utm_medium=api&utm_source=abfa41a4,Gastroenterology Job Near Midland TX,0,,Adzuna::API::Response::Job,"Midland, Midland County",Adzuna::API::Response::Location,"['US', 'Texas', 'Midland County', 'Midland']",Adzuna::API::Response::Company,Atlantic MEDsearch,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIxNzgyIn0.2yOwl1eAMxo-IZVA7LRdWRhqjvlFfeaKfU8-D3IZFXs,2026-05-15T10:36:25Z,85000.0,-104.836859,72000.0,5730421782,"UCHealth, a leading Colorado-based nonprofit healthcare system, is seeking a dedicated and compassionate Registered Nurse (RN) to join our Medical Office team. This position plays a vital role in providing exemplary patient-centered care in an outpatient setting. The RN Medical Office is responsible for a variety of nursing and administrative tasks to ensure seamless operations and exceptional patient outcomes. Our ideal candidate is a proactive nurse who manages patient care with precision and…",39.746461,https://www.adzuna.com/land/ad/5730421782?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=25728A985C5B1B1C214E6094159D519F7ACAAF74,RN Medical Office,0,,Adzuna::API::Response::Job,"Aurora, Arapahoe County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Arapahoe County', 'Aurora']",Adzuna::API::Response::Company,UCHealth,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQyMTc3NSIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.S6-YOtQK8IZRwa54RGDdcVgcrR9OVxpMl-uYB2avbMI,2026-05-15T10:36:24Z,85000.0,-104.9622,72000.0,5730421775,"UCHealth, a leading Colorado-based nonprofit healthcare system, is seeking a dedicated and compassionate Registered Nurse (RN) to join our Medical Office team. This position plays a vital role in providing exemplary patient-centered care in an outpatient setting. The RN Medical Office is responsible for a variety of nursing and administrative tasks to ensure seamless operations and exceptional patient outcomes. Our ideal candidate is a proactive nurse who manages patient care with precision and…",39.59532,https://www.adzuna.com/land/ad/5730421775?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=BA0825364D106FF22EA652E83BC352C690E4DFFA,RN Medical Office,0,,Adzuna::API::Response::Job,"Southglenn, Centennial",Adzuna::API::Response::Location,"['US', 'Colorado', 'Arapahoe County', 'Centennial', 'Southglenn']",Adzuna::API::Response::Company,UCHealth,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQyMTcyOCIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.JtE-Tm3MKuoRq-KDolyWl3B8HWOQYROZNs338OH5O_M,2026-05-15T10:36:12Z,42446.76,-74.3071,42446.76,5730421728,"Location: Cedar Crest Village by Erickson Senior Living This is a full time Home Health Aide Position working Monday, Tuesday, Wednesday, Friday and every other weekend from 7am - 3pm Compensation: Up to $20/HR depending on years of experience. Join our team as a Home Care Aide and do what you love—without the travel! Our clients are all within our gated retirement community. As a caregiver, you’ll provide personal care, assist with daily living activities, handle housekeeping and meal preparat…",40.9658,https://www.adzuna.com/land/ad/5730421728?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=258E86C319744D6E5895B7DB0E5AC330D04CEC16,Full Time Home Health Aide - 7am - 3pm,1,full_time,Adzuna::API::Response::Job,"Pequannock, Morris County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Morris County', 'Pequannock']",Adzuna::API::Response::Company,Cedar Crest Village by Erickson Senior Living,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIxNzI2In0.gwVMIkF5URDCAAqfvZrrQlwg4ww3UQz97zpfyEBzVLA,2026-05-15T10:36:11Z,120000.0,-72.97184,95000.0,5730421726,"Hartford Healthcare is seeking an RN Oncology Infusion nurse to deliver compassionate, evidence-based care to patients receiving chemotherapy and related infusion therapies. In this role, you will assess patients, start and manage IV infusions, administer chemotherapy/biotherapy safely, monitor for reactions, and provide education to patients and families. You will collaborate closely with oncologists, pharmacists, and the care team to coordinate individualized treatment plans. Our culture valu…",41.920533,https://www.adzuna.com/land/ad/5730421726?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=739F0BA0A0C707108DDC414E3CEF10FB807F6FD7,RN Oncology Infusion,0,,Adzuna::API::Response::Job,"Barkhamsted, Litchfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'Barkhamsted']",Adzuna::API::Response::Company,Hartford Healthcare,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIxNzIyIn0.GeHyD9kK_JeEiPRgQkXQYSZRZ5U73a2ub32Th1A0wFk,2026-05-15T10:36:11Z,45181.32,-95.61153,45181.32,5730421722,"Location: Eagle's Trace by Erickson Senior Living Join our team as a Certified Medication Aide (CMAs). Our CMAs support our residents in all aspects of daily living, providing person-centered care to ensure we meet all of our resident’s needs. Compensation: Commensurate with experience, between $15.25 - $18.00 / hr What we offer A culture of diversity, inclusion, equity and belonging, which builds on our mission, vision and values Medical, dental and vision packages, including an annual reimbur…",29.75069,https://www.adzuna.com/land/ad/5730421722?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=67A8EAC19838D43B50D3876BB61C392C69CF2B21,"Certified Mediation Aide (CMA), 7a-3:30p PT 32/hrs",1,,Adzuna::API::Response::Job,"Briar Meadow, Houston",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Briar Meadow']",Adzuna::API::Response::Company,Eagle's Trace by Erickson Senior Living,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIxMjcwIn0.KQGA6zb9mqvV19apZJV97Arhr85l-MlVUW9igmnpj4o,2026-05-15T10:35:12Z,84000.0,-74.3964,68000.0,5730421270,"Carnegie Post Acute Skilled Nursing at Princeton seeks a compassionate Licensed Practical Nurse to provide clinical care to post-acute, skilled nursing, and long-term care residents. In this on-site role, you will administer medications and treatments, monitor resident conditions, document in EHRs, and collaborate with an interdisciplinary team to deliver patient-centered care. You’ll support care plan implementation, educate residents and families, and uphold infection control and safety stand…",40.5167,https://www.adzuna.com/land/ad/5730421270?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=5C88025CDFEAF973CAA6EDB53D0FD739CC6D44AF,Licensed Practical Nurse,0,,Adzuna::API::Response::Job,"Edison, Middlesex County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'Edison']",Adzuna::API::Response::Company,Carnegie Post Acute Skilled Nursing at Princeton,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDIxMTg3In0.LecKURp-4ySPmiNh0mI3ojAT1soF9WmjNbS-ySGgT8U,2026-05-15T10:35:05Z,76000.0,-86.016271,62000.0,5730421187,"CareRite Centers seeks a compassionate Licensed Practical Nurse to provide resident-centered care in our skilled nursing and rehabilitation facility. The LPN delivers bedside nursing, administers medications and treatments, monitors resident conditions, and documents in EMRs. You’ll collaborate with an interdisciplinary team to implement individualized care plans, support rehab and long-term care goals, and educate residents and families. In our respectful, family-like culture, you’ll help prom…",36.076875,https://www.adzuna.com/land/ad/5730421187?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=2E4AE0F5702F43B01F0BFFAC5F839C7561D3E71D,Licensed Practical Nurse,0,,Adzuna::API::Response::Job,"Alexandria, DeKalb County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'DeKalb County', 'Alexandria']",Adzuna::API::Response::Company,CareRite Centers,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQyMTE5MSIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.lovqdrOGU10s31mSE5-yy3BEvmXrF6IkBH4Id38Qu3c,2026-05-15T10:35:05Z,76000.0,-86.510734,62000.0,5730421191,"CareRite Centers seeks a compassionate Licensed Practical Nurse to provide resident-centered care in our skilled nursing and rehabilitation facility. The LPN delivers bedside nursing, administers medications and treatments, monitors resident conditions, and documents in EMRs. You’ll collaborate with an interdisciplinary team to implement individualized care plans, support rehab and long-term care goals, and educate residents and families. In our respectful, family-like culture, you’ll help prom…",36.197863,https://www.adzuna.com/land/ad/5730421191?se=Ykwv23FQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=1EFAF2D22A363B0512FFECD7B052275E7F9D15FA,Licensed Practical Nurse,0,,Adzuna::API::Response::Job,"Mount Juliet, Wilson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Wilson County', 'Mount Juliet']",Adzuna::API::Response::Company,CareRite Centers,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxOTY1NyIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.MlhFDiCkrUdRQ3KaTIVTZ4Ym2FTHAMS19kcejR7VyKE,2026-05-15T10:32:35Z,48352.31,-76.849033,48352.31,5730419657,"Job Overview We are seeking a dedicated and energetic School Van Drivers specializing in transporting students with special needs. In this vital role, you will ensure the safe, reliable, and compassionate transportation of children requiring additional support. Your positive attitude, excellent communication skills, and attention to safety will help create a secure environment for students during their daily commutes. This position offers a rewarding opportunity to make a meaningful difference …",40.025125,https://www.adzuna.com/details/5730419657?utm_medium=api&utm_source=abfa41a4,Van Drivers (Part-time Only),1,part_time,Adzuna::API::Response::Job,"York, York County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'York County', 'York']",Adzuna::API::Response::Company,"Reliance Student Transportation, LLC",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxOTY1OCIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.if6kE-EgT73HuoxCFkhswShSJgrqVV9E4k3oPX4Nd9o,2026-05-15T10:32:35Z,62105.31,-104.75578,62105.31,5730419658,"Join a company who provides a positive, challenging, and inclusive work environment within the construction industry! Nunn Construction is currently seeking an individual that is self-motivated, reliable, hardworking, and independent for a Commercial Carpenter Foreman position. At Nunn Construction, we invest in our people because it creates a working environment where we get things done – and we get them done well. We are driven by integrity, hard work, safety, and trust to maintain our legacy…",38.85431,https://www.adzuna.com/details/5730419658?utm_medium=api&utm_source=abfa41a4,Carpenter Foreman,1,,Adzuna::API::Response::Job,"Colorado Springs, El Paso County",Adzuna::API::Response::Location,"['US', 'Colorado', 'El Paso County', 'Colorado Springs']",Adzuna::API::Response::Company,Nunn Construction,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDE5NjE1In0.eyUY9ZpbJPgUkaEX9QsTdfKKYVlM5CfvzZZ2C-3MIIc,2026-05-15T10:32:25Z,113267.16,-82.680746,113267.16,5730419615,"Pay: $34.00 - $50.00/hour About us: Razorback LLC is a certified General Contractor specializing in government contracts, with a primary focus on water infrastructure projects. At Razorback LLC we’re building a legacy of excellence in the construction industry. With a commitment to quality, efficiency, and innovation, we pride ourselves on delivering top-tier projects and fostering long-term relationships with our clients and partners. We are looking for an Estimator who thrives in a collaborat…",28.139113,https://www.adzuna.com/details/5730419615?utm_medium=api&utm_source=abfa41a4,Estimator,1,,Adzuna::API::Response::Job,"Tarpon Springs, Pinellas County",Adzuna::API::Response::Location,"['US', 'Florida', 'Pinellas County', 'Tarpon Springs']",Adzuna::API::Response::Company,RAZORBACK LLC,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxOTU5NyIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.NOBsIbDtchQQXVssJlUidrcDbczs5HbiUkjcpajoyIo,2026-05-15T10:32:23Z,62894.94,-83.66785,62894.94,5730419597,"Why Join Us? We value our team just as much as the participants we support. When you join Dutton Farm, you become part of a positive, team-oriented culture that is committed to making a real impact. About Dutton Farm At Dutton Farm, our mission is empower adults with disabilities to live a life of purpose, inclusion, and dignity. We take a hands-on approach to building real-world skills and creating meaningful opportunities. Learn more at or find Dutton Farm Inc. on Facebook: https://www.facebo…",42.576853,https://www.adzuna.com/details/5730419597?utm_medium=api&utm_source=abfa41a4,Job Coach,1,full_time,Adzuna::API::Response::Job,"Milford, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Milford']",Adzuna::API::Response::Company,Dutton Farm Inc.,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxOTU4OCIsInMiOiJZa3d2MjNGUThSRzZucGdGZHphTGh3In0.OLP4We8NWD8k1NR5CwDW9cIaWpc_TM0wHBe1JDH1SFc,2026-05-15T10:32:22Z,34971.17,-105.089475,34971.17,5730419588,"The Staff Pad is partnering with a respected hospital in Las Vegas, New Mexico to hire a dedicated Environmental Services Worker who are ready to make an impact behind the scenes. In this essential role, you’ll help ensure patients, visitors, and healthcare staff experience a clean, comfortable, and safe environment every single day. Whether you’re experienced in environmental services or looking to grow in the healthcare field, this is an opportunity to join a supportive team where your work t…",35.542482,https://www.adzuna.com/details/5730419588?utm_medium=api&utm_source=abfa41a4,Environmental Service Worker (Days | Nights),1,full_time,Adzuna::API::Response::Job,"Las Vegas, San Miguel County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'San Miguel County', 'Las Vegas']",Adzuna::API::Response::Company,The Staff Pad,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWWt3djIzRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDE5NTQ0In0.KxypBHWXsUxlT8SH0s9Tp27VA-61xSXwLaOXhMFDE-U,2026-05-15T10:31:54Z,37186.27,-97.332753,37186.27,5730419544,"Title : Systems Specialist I Operating Company : Building Controls & Services Inc. Location : Wichita, KS FLSA Status : Non-Exempt Salary Range : $16.05-$22.13/hour About : Building Controls & Services Inc. – A member of the AIR Control Concepts family. Building Controls and Services, Inc. (BCS) is an HVAC and building automation company founded in 1985, serving Kansas and Western Missouri. The company provides heating and air conditioning, building automation, energy management, and indoor air…",37.684363,https://www.adzuna.com/details/5730419544?utm_medium=api&utm_source=abfa41a4,Systems Specialist I,1,,Adzuna::API::Response::Job,"Wichita, Sedgwick County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Sedgwick County', 'Wichita']",Adzuna::API::Response::Company,AIR Control Concepts,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,
