title,contract_time,adref,__CLASS__,id,salary_is_predicted,description,latitude,longitude,redirect_url,salary_min,contract_type,salary_max,created,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__
CDL A Driver-Home daily-6k sign on bonus,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY1OSIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.cNu4gv8da8oZQjOssdag7FmHdRl4J-xhZ0ch-erkpIU,Adzuna::API::Response::Job,5710369659,0,"CDL A Truck Driver Home Daily- 6K SIGN ON BONUS paid in 5 months FirstFleet Delaware OH dedicated local operation delivers Palletized Roundtrip Loads within a 250-mile radius. Home Daily . Good news, FirstFleet in Delaware Oh is now excepting Newer CDL holders with 6 months experience. You must have graduated from a preferred Road Master School! If you would like to chat about this to see if you qualify call Sheri at 319-465-9135 $1400 Minimum Guarantee for the 1st 60 days PAY Pay Rate based on…",40.58867,-83.128524,https://www.adzuna.com/land/ad/5710369659?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=7573DE7C264F954AE2FAA063183DCDAAF694B45C,72800.0,,72800.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Ohio', 'Marion County', 'Marion']","Marion, Marion County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Truck driver-LENEXA Kansas,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0xvaDJLOUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzY5Njg3In0.-y69QcgljQQLRSyyDDgPX_BeutUryXcQqR90EJs333I,Adzuna::API::Response::Job,5710369687,0,"CDL-A DRIVER Lenexa, KS - Home Daily FirstFleet in Lenexa, Kansas is looking for safety-minded professional drivers with at least one year of tractor-trailer experience. We provide transportation within 250-mile radius for our long-time customer, Flowers Baking Co. HOME DAILY! Position Overview Delivering Bread loads to DC's. This is touch freight. Morning and afternoon dispatch times- weekends included (home daily) Full time positions Pay: 0.48-0.50CPM 0.06 per tray (when offloading) $1,200 we…",38.827109,-94.789873,https://www.adzuna.com/land/ad/5710369687?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=7CFFFA065F256211D5A24C565DBE376BAFE9ACCB,62400.0,,62400.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Lenexa']","Lenexa, Johnson County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A SEMI LOCAL,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY3NCIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.dqrGf76diN6N_RTB4XfsThsRBkfktjeLA0PihvqBFB8,Adzuna::API::Response::Job,5710369674,1,JOB DESCRIPTION CDL A SEMI LOCAL drivers needed First Fleet Cleveland TN operation delivers corrugated sheets within the local area and longer hauls up to a 1000-mile radius. Drop & Hook trailers at most receivers LIMITED WAIT TIME. Looking for: Two Over Night Driver 2 nights out a week (Tuesday/Thursday). Assigned sleeper truck. One Midnight start and one 2am start - OFF SATURDAY AND SUNDAY PAY Weekly average $1388.00 Top Earners making $1400-$1700 a week Quarterly Safety & Fuel Bonus program …,35.09289,-84.915456,https://www.adzuna.com/land/ad/5710369674?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=B2D398158034CF9259A34DB617C4579B4C8F125D,88544.8,,88544.8,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Bradley County', 'Cleveland']","Cleveland, Bradley County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver Home Everyday,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0xvaDJLOUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzY5NjkxIn0.f9_uLxSKiFqI6MUKiwsI10q-OGDBDVs8yqVC7sogp3U,Adzuna::API::Response::Job,5710369691,1,"JOB DESCRIPTION CDL A LOCAL drivers needed FirstFleet Dalton GA operation delivers corrugated sheets to NC, SC, GA, TN, and AL. No touch freight. LIMITED WAIT TIME. Looking for: HOME DAILY Drivers working Monday- Friday will be assigned a Day Cab. JOB $230 / min per day conditional guaranteed pay Local Operation Home Daily Drop & Hook at most locations Limited wait time Late model Volvo, International, and Pete's For immediate consideration contact Melissa at 615-590-5475 FirstFleet Careers (fi…",34.759532,-85.005494,https://www.adzuna.com/land/ad/5710369691?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=CD68474BEAD4BB4654B06682EE600395740D941E,77753.59,,77753.59,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Georgia', 'Whitfield County', 'Dalton']","Dalton, Whitfield County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
"CDLA Driver - Home Daily $1,300-$1,900",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY2MiIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.RDRubHVvGGU7N8GppXDoNuLJqJgDsgfcmEbpII3W9oA,Adzuna::API::Response::Job,5710369662,0,"NOW HIRING HOME DAILY CDL-A DRIVERS $1,700-$2,100 WEEKLY FirstFleet's local operation delivers bakery good within a 250 mile radius of Brattleboro VT. PAY $1,700-$2,100 Weekly average for unload drivers Mileage pay plus product unloaded Scheduled Increases Weekly Pay - Direct Deposit JOB Roll Off - Driver unload 3 pm - 7 pm dispatch Off Tuesday & Saturday Also looking to hire a casual driver, this position does not qualify for benefits For information call 615-590-5486 or apply now at www.first…",42.850935,-72.557862,https://www.adzuna.com/land/ad/5710369662?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=E2ED5653C1929B8628063B3F9A772A5107E5B72A,98800.0,,98800.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Vermont', 'Windham County', 'Brattleboro']","Brattleboro, Windham County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY3NiIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.x8rDzY5aTMwAmug5_bi17BQuv_rv2TdDsQ6mNGRI7GA,Adzuna::API::Response::Job,5710369676,0,"CDL A LOCAL TRUCK DRIVER - $1300 PER WEEK FirstFleet Romulus: Day Cabs - Home Daily delivering palletized loads to stores. 1 year tractor trailer experience required PAY $1200 to $1400 Weekly Average 0.52CPM Stop pay 32.50 for the first stop and 24.00 for every stop after that, 6-8 stops per day avg. $1200 Minimum Weekly Guarantee (1st 60 Days) Multi Run & Extra Day Bonuses Stop Pay Safety & Fuel Bonus Programs JOB Home Daily Must work Nights and Weekends Palletized Loads Call/Text Sheri @ 319-…",42.348495,-83.0603,https://www.adzuna.com/land/ad/5710369676?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=D4F4D45F51EA5E73E954D2333938D45E91379305,67600.0,,67600.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Detroit']","Detroit, Wayne County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver $1200 per week,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0xvaDJLOUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzY5Njc4In0.3TNk-rceuEr9-gshkSFnLxcU4iU1NbIqsfsPy0CoD24,Adzuna::API::Response::Job,5710369678,0,"CDL A LOCAL TRUCK DRIVER FirstFleets Athens, AL location is hiring for a LOCAL CDL A Driver. PAY $1400 weekly average Lane pay while local Quarterly Safety and fuel bonus JOB Mainly drop and hook 2-3 loads per day 5 Days on / 2 Days off (Sat work as needed) Home daily Part Time Casual positions available as well Weekend or through the week assigned tractors BENEFITS Medical, Dental, Vision and Hearing PTO days Short- and Long-term Disability Life Insurance Weekly Pay - Direct Deposit Quarterly …",34.765786,-87.108167,https://www.adzuna.com/land/ad/5710369678?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=E2EE63EEC3A5D0EA962368119720B2B73F28661B,62400.0,,62400.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Alabama', 'Limestone County', 'Athens']","Athens, Limestone County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Truck Driver- Home Daily-1500/week,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY2NCIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0._WI2zRajSvjHeEmCgCsCqD_et8WazBHB6oLKgtfNUzw,Adzuna::API::Response::Job,5710369664,0,CDL A Driver needed- Starting at 0.635 - 0.70CPM FirstFleet Dedicated Operations running bread loads for Flowers Bakery Medical Benefits Start at $15.00 per week 1500 weekly average pay Weekly Pay Set Schedule Quarterly Safety & Fuel Bonus program $0.635 - $0.70 / Mile Stop pay This is TOUCH FREIGHT- paid per tray to unload mountain spec tractors with automatic chains. 5 days on / 2 days off (split days off) Am and Afternoon Dispatch times,39.75,-104.99,https://www.adzuna.com/land/ad/5710369664?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=8A6FB6BE234CFFBA7C2907AC883F0FA1A748C0FA,78000.0,,78000.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Colorado', 'Denver']","Denver, Colorado",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Regional Driver,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY5MyIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.iXK6zsMZGDoNmvFLTssHWlZvA5Sg806C9LDkmFaYcAU,Adzuna::API::Response::Job,5710369693,1,"CDL-A PROFESSIONAL TRUCK DRIVER FirstFleet Inc. Lebanon has an opening Regional CDL Driver. Very Demanding but highly rewarding with great pay and benefits. Pay: Starts at .56 cents per mile. Monday through Friday, could work up to 14 hours a day but most drivers average 9-10 hours a day. Occasional switching in Yard 22.50/hour  overtime. Excellent Benefits Quarterly Safety & Fuel Bonus program Paid Weekly - direct deposit JOB OTR Driving Occasionally filling in for Yard Switcher BENEFITS Medic…",36.278882,-86.27368,https://www.adzuna.com/land/ad/5710369693?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=679CFB54923C150AA2B8D257FEA945E61DA60111,93842.24,,93842.24,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Wilson County', 'Lebanon']","Lebanon, Wilson County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Truck Driver Local Home Daily,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY2OSIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.iOjyv5rGM9VTNw4yyoVhsJ_Xi1BORyqegg31rDxoWCw,Adzuna::API::Response::Job,5710369669,0,"CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Blue Ash, OH is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY $1400 - $1500 Weekly ($24 Per Hour and $36 Overtime) JOB Monday - Friday (6am Start Time) Delivering Dedicated Loads One Stop Loads (2 to 4 Loads Per Day) Trailer Moves at Warehouse Complete an application at www.firstfleetinc.com Why First…",39.232003,-84.378273,https://www.adzuna.com/land/ad/5710369669?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=52225F594D85A4E4FCDC40FDACF47E92D30A1324,78000.0,,78000.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Blue Ash']","Blue Ash, Hamilton County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver - Home Daily,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0xvaDJLOUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzY5NjgzIn0.vFnCP4P8Uyzw1GkonsmgZbkdRc0ebwY6KrMGGbdi_Lo,Adzuna::API::Response::Job,5710369683,0,"CDL A LOCAL TRUCK DRIVER: $1200 - $1300 Per Week ($1200 Minimum) FirstFleet in Butler, IN is a local operation delivering essential paper products within a 250 mile radius. Home Daily PAY Weekly Avg $1200 - $1300 JOB Deliveries within 250 mile radius Local operation - Home daily 1st Shift Mainly drop and hook No Touch Freight Monday - Friday operation (Saturday's on a rotational basis) Complete an application at www.firstfleetinc.com BENEFITS Medical, Dental, Vision and Hearing Starting at $15.…",41.429773,-84.87135,https://www.adzuna.com/land/ad/5710369683?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=225C58EFD8D5530FCEEA9B671713F61B4C4F59D3,62400.0,,62400.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Indiana', 'DeKalb County', 'Butler']","Butler, DeKalb County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Driver - HOME DAILY,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY5NiIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.wuaJ-Lb7oXBqCY39pgBLFHr-NP7nlplRSR0gII2lOUw,Adzuna::API::Response::Job,5710369696,0,"CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Austin, MN is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY / DETAILS $1,200 Weekly Average Monday - Friday $0.51 plus Stop Pay $0.58 on Loads less than 150 Miles Roundtrip Hourly Pay on Certain Loads ($20.75) Complete an application at www.firstfleetinc.com BENEFITS Medical, Dental, Vision and Hearin…",43.66663,-92.974637,https://www.adzuna.com/land/ad/5710369696?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=3E8F42A4C2F1E4776578D268B4EAF654A47B651B,62400.0,,62400.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Mower County', 'Austin']","Austin, Mower County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver - Home Daily,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY5OCIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.0TDGAsBbIvncqjl6MTMP53_GGj_di5ZAOXFywT_ChDw,Adzuna::API::Response::Job,5710369698,0,CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Shakopee & Fridley is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY $1400 to $1700 Weekly Average FRIDLEY OPENING Monday - Friday (Home Daily) $25 Per Hour and $37.50 OT No Touch Freight SHAKOPEE OPENING Monday - Friday (Home Daily) $0.55 plus $15 Stop Pay after 1st Stop No Touch Freight Complete an a…,44.798019,-93.526899,https://www.adzuna.com/land/ad/5710369698?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=B23773432EB068B336A7B9A40DEB04FFA699613E,72800.0,,72800.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Scott County', 'Shakopee']","Shakopee, Scott County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL-A COMPANY DRIVER,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0xvaDJLOUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzY5NjcxIn0.FFCq5HBqfEY6ncpP9Ae7J8DQPiCC8huzC5qEuW2Muqg,Adzuna::API::Response::Job,5710369671,1,"CDL-A TRUCK DRIVER - Weekly average $1,550 FirstFleet Inc. Anderson operation delivers bakery products to various stores in SC, NC, GA, AL, KY, IN AND VA. 20  year customer. Home every other day. Our office is located @ 733 Hampton Road, Williamston SC PAY $0.53 Per Mile (HUB Miles) $1550 Weekly Average - Direct deposit JOB Consistent dedicated freight 7 day operation 24 hour dispatch/WEEKENDS REQUIRED mix of local and overnight routes BENEFITS Medical, Dental, Vision and Hearing PLANS STARTING…",34.850555,-82.394,https://www.adzuna.com/land/ad/5710369671?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=A30D01DA461F9D73BAD7AB5E82CB3BB75C5196D2,48816.19,,48816.19,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Greenville']","Greenville, Greenville County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver - Home Daily,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY4NSIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.j9wTqNC9BVUrE9K1su8GeZAb5uKkj2hu6crsiFD-bZ8,Adzuna::API::Response::Job,5710369685,0,"CDL CLASS A TRUCK DRIVER - LOCAL | HOME DAILY | NO-TOUCH FREIGHT FirstFleet: Manitowoc, WI is seeking reliable CDL Class A drivers for local routes hauling corrugated paper products. This is a local position with daily home time and 100% no-touch freight. PAY $25.25 Hourly & $37.87 Overtime (Weekly Avg. $1500 - $1600) JOB Deliveries within 250 mile radius Local operation - Home Daily 2nd Shift Available (Start Time is 6pm) Monday - Friday Mostly drop and hook BENEFITS Medical, Dental, Vision an…",44.088606,-87.657584,https://www.adzuna.com/land/ad/5710369685?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=B4401E3AD0EBA3A8230400BB88D2D4DC08B04A37,78000.0,,78000.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Manitowoc County', 'Manitowoc']","Manitowoc, Manitowoc County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Local Truck Driver,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY3MiIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.oClAQzaSTt4F2-cAyzRL4YMBBMiHio-GxU9ApKutH6Q,Adzuna::API::Response::Job,5710369672,0,"CDL-A LOCAL DRIVER POSITION FirstFleet Inc. Mooresville, NC operation is looking for drivers to deliver ESSENTIAL paper products, NO TOUCH FREIGHT and HOME EVERY DAY Day shift and Night shift available. For more details call Corey @ 704-798-8450 PAY $1100.00 - 1300 Gross Weekly Average Home Daily Scheduled Increases Quarterly Safety & Fuel Bonus program JOB Mostly Drop and Hook No Touch Freight Local - home daily delivering within 200 mile radius Late model Volvo, International & Peterbilt trac…",35.588778,-80.762717,https://www.adzuna.com/land/ad/5710369672?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=506D71B7EBA8A62949690BB8F392DE991B9E02D3,52000.0,,52000.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Iredell County', 'Mooresville']","Mooresville, Iredell County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
CDL A Truck driver-LENEXA Kansas,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2OTY4NiIsInMiOiJHTG9oMks5QThSR3RUT29qaWFFTGd3In0.6dgjcdCjJKYRYapzRs5n9LvMm62bGR5H_L4Etfi11Mg,Adzuna::API::Response::Job,5710369686,0,"CDL-A DRIVER Lenexa, KS - Home Daily FirstFleet in Lenexa, Kansas is looking for safety-minded professional drivers with at least one year of tractor-trailer experience. We provide transportation within 250-mile radius for our long-time customer, Flowers Baking Co. HOME DAILY! Position Overview Delivering Bread loads to DC's. This is touch freight. Morning and afternoon dispatch times- weekends included (home daily) Full time positions Pay: 0.48-0.50CPM 0.06 per tray (when offloading) $1,200 we…",39.117388,-94.626957,https://www.adzuna.com/land/ad/5710369686?se=GLoh2K9A8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=33E11256D5B45822C732D318D0A0CFDC0DEFEF74,62400.0,,62400.0,2026-04-25T09:38:14Z,Adzuna::API::Response::Location,"['US', 'Kansas', 'Wyandotte County', 'Kansas City']","Kansas City, Wyandotte County",Adzuna::API::Response::Company,FirstFleet Inc,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
