description,__CLASS__,latitude,redirect_url,salary_min,created,salary_max,longitude,adref,salary_is_predicted,id,title,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
"Job Role: Senior Java Database Developer (Agentic AI) Job Location: New York City (Hybrid 3 Days Onsite) Job Type: Contract Experience: Need 12 Years (Do NOT submit candidates above 12 years) Note: Interview: In-Person at 7th Avenue, NY What They Are Looking For Morgan Stanley wants a strong Java  Database developer who has worked with GenAI/Agentic AI , not a pure Java Developer or AI/ML Engineer or Prompt Engineer or Data Scientist. 70% Java  Database 30% GenAI / Agentic AI Strong Fit for Sub…",Adzuna::API::Response::Job,40.75284,https://www.adzuna.com/land/ad/5768231178?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=F777DD51A86938F771F8BB8BE1DD9082FEBDA6DC,106109.46,2026-06-18T12:29:14Z,106109.46,-73.97528,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE3OCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.5fcjfWH93ZzAyGBqD7wXaxHXjkEWutwobM24THm404s,1,5768231178,Senior Java Database Developer (Agentic AI),IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Grand Central, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']",Adzuna::API::Response::Company,Tror,,
"Arthur Lawrence is looking for a Functional Tester one of our clients in Allentown, PA. Please find the job description below and send us your updated resume if interested: Must-Have Skills: Hands-on experience testing HHS Integrated Eligibility (IE) systems, including SNAP, TANF, eligibility determinations. Strong experience across the testing lifecycle, including test planning, system/integration/UAT testing, defect management. Experience testing batch processes, interfaces (SOAP UI, flat fil…",Adzuna::API::Response::Job,40.577783,https://www.adzuna.com/land/ad/5768231168?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=FF9563B555E399F8B1C72EFEA3EDF1F3F41C14B8,94131.48,2026-06-18T12:29:14Z,94131.48,-75.47453,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTY4In0.5UPtMw6WWdWsdKWHXU7B80nlsXDjhZLXYTDaiCV-4FE,1,5768231168,Functional Tester,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lehigh Valley, Northampton County","['US', 'Pennsylvania', 'Northampton County', 'Lehigh Valley']",Adzuna::API::Response::Company,Arthur Lawrence,,
"Position: MDG-F Developer Client: Mars Location: Remote Duration: 5-6 months Visa: Any Rate: DOE Need a strong DEVELOPER with good communication skills to interact with stakeholders Skills needed: SAP MDG / MDG-F, MM/BP, SAP ECC / S4, ABAP Job Description We are seeking an experienced SAP Master Data Governance (MDG) Developer to support and enhance global data governance capabilities within a complex Consumer Packaged Goods (CPG) environment. The ideal candidate will have strong hands-on exper…",Adzuna::API::Response::Job,37.556671,https://www.adzuna.com/land/ad/5768231173?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=393925FF8E46591D0F23215B1678ED64FED4F869,92419.43,2026-06-18T12:29:14Z,92419.43,-78.510684,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE3MyIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.W3ptEzjTIM3I5KeFAvR6AkkgBrAi4H6e-0qiNvl2qpo,1,5768231173,MDG-F Developer,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Virginia, US","['US', 'Virginia']",Adzuna::API::Response::Company,Pivotal Technologies Inc,,
"Job Role: Senior Project Manager Location: Remote Experience: 12 Years Security clearence mandatory. Skills: Bachelor’s degree in Business, Healthcare, Information Systems, or a related field · Proven ability to manage multiple large-scale projects independently · Strong proficiency with Microsoft Office Suite and project management tools (e.g., Microsoft Project) · PMP, Six Sigma, or similar project management certification (or in progress) · Experience working within healthcare systems, Medic…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768231158?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=141882EB985FEF4B6CF76CA5D83B3F81F3095E3E,158923.19,2026-06-18T12:29:13Z,158923.19,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE1OCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.m-g-CnygpjXJ7KVnBvh5YL5qgg08jh_tngTbDKeBTQs,1,5768231158,Senior Project Manager,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,ISite Technologies Inc,,
"Requirement: Job Title: SAP PP/DS Technical / Functional Consultant Duration: Long term Location: Remote Position Summary: We are seeking an experienced SAP PP/DS (Production Planning and Detailed Scheduling) Technical/Functional Consultant to support the design, implementation, and ongoing optimization of our SAP PP/DS environment integrated with SAP S/4HANA. The ideal candidate brings a strong blend of functional process knowledge and technical configuration expertise across the PP/DS module,…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768231144?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=0C8B14B19F77A1BB1836FD26AC41E8E1160CB467,166760.02,2026-06-18T12:29:13Z,166760.02,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE0NCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.fR5nMHgmXXLBvtm9klz4UVE5yB4ooJe8HmpGG5trhKg,1,5768231144,SAP PP/DS Technical / Functional Consultant,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,"Miracle Software Systems, Inc.",,
"Job Title: Business Subject Matter Expert / Business Systems Consultant Manager Location: Remote (Local Oregon candidates preferred; must be willing to relocate or commute if required) Start Date : July 1, 2026 Schedule: Monday–Friday, 8:00 AM – 5:00 PM PST Position Summary ODOT is seeking a senior Business Subject Matter Expert (SME) / Business Systems Consultant Manager to support the Crash Analysis & Reporting (CAR) Unit. This role will focus on business process analysis, requirements gather…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768231160?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=B91D25B4B7AE55874554D8B42082D5C478EE8F3E,95994.02,2026-06-18T12:29:13Z,95994.02,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE2MCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.d4a5quMgmxVVSTWVxObk1dB5vVIAYzO1dPxPK2rxvN8,1,5768231160,Business Subject Matter Expert / Business Systems Consultant Manager,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Cyma Systems Inc,,
"Hello , Hope you are doing well. This is Ram from ICS Global Soft. Kindly find the below job description and let me know your availability Position: Senior JDE Techno Functional Consultant with Finance Domain experience Location: Liberty St, New York (Remote with once a month onsite, but must be from the East Coast area) Duration: 12 months contract Job Description: Finance role summary: A JDE E1 Finance Consultant requires deep expertise in GL, AP, AR, and Fixed Assets modules, strong knowledg…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768231149?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=5CF4024F9945DB69B0DE5F55AADFD2504D040533,141054.44,2026-06-18T12:29:13Z,141054.44,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTQ5In0.cWVPjalOV8izdFFf9ARjNErflCKYa59FCxuQU7njTag,1,5768231149,Senior JDE Techno Functional Consultant with Finance Domain experience,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,"ICS Global Soft, Inc.",,
"Amtex Systems Inc is an information technology and talent solutions company offering talent and BI consulting to the companies in US for over 25 years. Our solutions are designed to fill resource gaps, by providing the right candidates who deliver value to the organization. Our propensity to nurture and build strong relationships with our clients helps us better understand their business demands and gives us the ability to provide services that are on time and rise above the rest. Sr. AI Engine…",Adzuna::API::Response::Job,33.6698,https://www.adzuna.com/land/ad/5768231156?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=0E421F7721EF946201FFD4A14A9BC6ABDD99A8EF,160036.8,2026-06-18T12:29:13Z,160036.8,-117.7646,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTU2In0.ztYvQ5cwS7luRAh_nuRAjCYQJ0fOtBr3cYiFyNBdNPk,1,5768231156,Senior AI Engineers /Architects,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"East Irvine, Orange County","['US', 'California', 'Orange County', 'East Irvine']",Adzuna::API::Response::Company,Amtex System Inc.,,
"Sr Embedded Firmware Engineer Onsite - Houston, TX Full-Time Role. Required Skills: Embedded C, C++, RTOS, QNX Role Overview: We are seeking an experienced Senior Embedded Firmware Engineer to join our R&D team. The ideal candidate will take ownership of firmware design, development, and optimization for high-performance embedded systems. This role involves driving innovation, ensuring software reliability, and collaborating closely with cross-functional teams to deliver cutting-edge solutions.…",Adzuna::API::Response::Job,29.6403,https://www.adzuna.com/land/ad/5768231146?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=EBAA1F993583C4707DF901C974D8A5FC6554D6E1,135788.7,2026-06-18T12:29:13Z,135788.7,-95.4359,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE0NiIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.pCKYpTs5soaoPkr4V_e8qqJYTFqYPYHynIHnCGkVug4,1,5768231146,Sr Embedded Firmware Engineer,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Trammells, Harris County","['US', 'Texas', 'Harris County', 'Trammells']",Adzuna::API::Response::Company,Icon International Group LLC,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,33.85,https://www.adzuna.com/land/ad/5768231140?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=3ECAD666B7FC40F39BC5F9B451E871AAC07BB0D8,274271.4,2026-06-18T12:29:10Z,274271.4,-84.39,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTQwIn0.GU9Qf7qSnP7xVGxcZNPdrODLLZ37XT-dBUJDKacXR4A,1,5768231140,Staff Software Engineer with Security Clearance,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lenox Square Finance, Fulton County","['US', 'Georgia', 'Fulton County', 'Lenox Square Finance']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,33.679521,https://www.adzuna.com/land/ad/5768231143?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=54E238CA76F8177CD9F6E9A7557C6406C0C2C45D,126795.27,2026-06-18T12:29:10Z,126795.27,-117.908791,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTE0MyIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.7WZnqhYcqEyi06YbunQXmx-9PWGSpOYNegbvMxzZ8Sw,1,5768231143,"Principal Sales Engineer, Armory (Technical Services) with Security Clearance",IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Costa Mesa, Orange County","['US', 'California', 'Orange County', 'Costa Mesa']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,38.908569,https://www.adzuna.com/land/ad/5768231139?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=D700BE1AA2C84BCB6644580661A1F015E8DC43C2,235592.9,2026-06-18T12:29:10Z,235592.9,-77.017972,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTM5In0.tToIYdoFa2QVmsknmyLDms82JpY11W1zVowVqbnqUHY,1,5768231139,Staff Software Engineer with Security Clearance,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Washington, D.C., US","['US', 'Washington, D.C.']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,39.72678,https://www.adzuna.com/land/ad/5768231114?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=532E0056D651DE35F734546334EC18C7244C736A,166470.83,2026-06-18T12:29:08Z,166470.83,-82.95294,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTExNCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.lR9YNJLAICbCrmaLD_qnZKVdr73aBIP-zGTNT8y2viw,1,5768231114,"Staff Quality Engineer, Low Observables with Security Clearance",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Ashville, Pickaway County","['US', 'Ohio', 'Pickaway County', 'Ashville']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,33.746477,https://www.adzuna.com/land/ad/5768231121?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=37CBF747F4BEA62C4F0BB4423792E135AF6218D4,215466.45,2026-06-18T12:29:08Z,215466.45,-117.861491,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaW5mNlRUUnI4Ukc1UmNlNGowOWR0dyIsImkiOiI1NzY4MjMxMTIxIn0.bTzvMSHHZExjpEZwGMGVouceCNJYl4MKUMLJkHWGl10,1,5768231121,"Staff Electrical Engineer, Intelligence Systems with Security Clearance",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Santa Ana, Orange County","['US', 'California', 'Orange County', 'Santa Ana']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,33.679521,https://www.adzuna.com/land/ad/5768231123?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=7CFDB42DA99DEF00D6A62589FE4B25733BF2B8C1,171472.7,2026-06-18T12:29:08Z,171472.7,-117.908791,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTEyMyIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.PvHk5piyQrAx8JiYjwfYkxQUCBcAUxFJftKDHuMOiI4,1,5768231123,Staff Electrical Engineer with Security Clearance,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Costa Mesa, Orange County","['US', 'California', 'Orange County', 'Costa Mesa']",Adzuna::API::Response::Company,Anduril Industries,,
"Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and …",Adzuna::API::Response::Job,33.679521,https://www.adzuna.com/land/ad/5768231128?se=inf6TTRr8RG5Rce4j09dtw&utm_medium=api&utm_source=abfa41a4&v=04C8FA7565EECD1239680DCA44F5A556C9259D98,180333.11,2026-06-18T12:29:08Z,180333.11,-117.908791,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMTEyOCIsInMiOiJpbmY2VFRScjhSRzVSY2U0ajA5ZHR3In0.zu-Dl1-EoQQJZBsSUMUS2Mz2EyXVdGKkBmNXuaMl2i4,1,5768231128,Supply Chain Project Manager with Security Clearance,Consultancy Jobs,consultancy-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Costa Mesa, Orange County","['US', 'California', 'Orange County', 'Costa Mesa']",Adzuna::API::Response::Company,Anduril Industries,,
