title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Telecom Market Planning & Business Strategy Analyst,"Telecom Market Planning & Business Strategy Analyst 100% Remote MUST HAVE TELECOM OR BROADBAND INDUSTRY EXPERIENCE Candidates must have experience working for a cable operator, broadband provider, fiber provider, telecommunications carrier, or network planning organization. Examples include Comcast, Charter/Spectrum, Altice, Cox, Frontier, Verizon, AT&T, Brightspeed, Windstream, Consolidated Communications, Mediacom, Lumen, CableLabs, or similar organizations. Candidates with GIS experience but…",1,https://www.adzuna.com/land/ad/5819884476?se=1CnAnGKL8RGchd7aIVvyDQ&utm_medium=api&utm_source=abfa41a4&v=FA600875BCBCD3E9039495E10958E4DD874186FB,2026-07-29T11:29:01Z,5819884476,-96.69858,92393.79,33.0234,92393.79,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODg0NDc2In0.szLdnooRRR8q7DqK2s8uKk12xSWgyPzpO37YzytYn2o,Adzuna::API::Response::Job,TEKsystems c/o Allegis Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Collin County', 'Plano']","Plano, Collin County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,
Support Engineer,"Description TEKsystems Global Services is seeking 3x Support Engineers to provide software and network troubleshooting services to customers spanning multiple roles, skill sets, levels, and personalities. This team works within the Media & Entertainment industry supporting film postproduction. Most common tickets relate to issues with over 30 different software applications including Aspera, Okta Workflows, AWS (EC2, VMs), Active Directory, Moxion, Box storage, Studio Desk, Avid, and Adobe. You…",1,https://www.adzuna.com/land/ad/5819884486?se=1CnAnGKL8RGchd7aIVvyDQ&utm_medium=api&utm_source=abfa41a4&v=7B51D2DE7BC759CFDED6A2B50B1FCAA684F63D7F,2026-07-29T11:29:01Z,5819884486,-118.392827,70795.25,34.017186,70795.25,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4NDQ4NiIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.JV2EsSsG_V4nIbUu063HPXFmn1YF2QTllM3AyhXovP8,Adzuna::API::Response::Job,TEKsystems c/o Allegis Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Palms']","Palms, Los Angeles County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,
Global Returns Technical Support Rep (Mon-Fri),"Global Returns Technical Support Rep Global Returns Technical Support Rep Location : 100% Onsite - by Desert Ridge (51 & 101) Global Returns Technical Support Rep Schedule : 8am to 4:30pm , Monday through Friday - will be scheduled an 8 hour set shift. Global Returns Technical Support Rep Job Description: The Global Support Team Representative will answering incoming tickets via email regarding the status of the equipment return. They will be creating RMA's, return shipping labels, and closing …",1,https://www.adzuna.com/land/ad/5819884469?se=1CnAnGKL8RGchd7aIVvyDQ&utm_medium=api&utm_source=abfa41a4&v=78E61066A6ABC8E3E896CC8036464266EBF30E6A,2026-07-29T11:29:01Z,5819884469,-112.18457,71878.3,33.66055,71878.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODg0NDY5In0.ltMv-iIyF8iHDjeD_Ola8yHf4mIFlxDC3WoxYqNOj8g,Adzuna::API::Response::Job,TEKsystems c/o Allegis Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Peoria']","Peoria, Maricopa County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,
Systems Engineer,"Description As a systems engineer for TEKsystems, you will play a pivotal role in developing and sustaining the program's systems and networks used for development, integration, test, training, and operations. This is a junior to mid-level role on the Systems Engineering integrated program team (IPT), and it primarily consists of systems engineering work at the individual contributor level. we believe strongly in providing opportunities for career growth, exposure to new disciplines, and techni…",1,https://www.adzuna.com/land/ad/5819884456?se=1CnAnGKL8RGchd7aIVvyDQ&utm_medium=api&utm_source=abfa41a4&v=B354F5969323D90E167F56922D6A7E1FCE3C2478,2026-07-29T11:29:00Z,5819884456,-104.75578,107703.48,38.85431,107703.48,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4NDQ1NiIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.dub1qkTmNlAsgu-OoRcX8TYITrxCFu1lJvz-Kicw6Fs,Adzuna::API::Response::Job,TEKsystems c/o Allegis Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Colorado', 'El Paso County', 'Colorado Springs']","Colorado Springs, El Paso County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
"Manager, Clinical Research - Pediatrics","Summary The Section of Oncology Epidemiology within the Department of Pediatrics and Texas Children's Cancer Center is seeking a highly motivated, collaborative, and strategic Manager, Clinical Research to join the newly-formed Cardio-Oncology Epidemiology Program. The position will focus on the management of all Cardio-Oncology Epidemiology studies, including research operations, personnel management, regulatory oversight, and program development activities supporting a growing portfolio of ob…",1,https://www.adzuna.com/details/5819883443?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883443,,157653.36,,157653.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzNDQzIn0.EGxT-HIo2iScxyfSn6qEKWwMP28r0ltPYS_g2IUU2d4,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,,
Senior Electronics Technician,"Summary Designs, installs, repairs, troubleshoots, and maintains fire alarm systems, elevator systems, and other electronic equipment and devices. Providing support to the institution in situations that may arise, including disaster preparation and response, building flooding and contractor supervision. Job Duties Repairs and maintains the security system which includes but is not limited to the card readers, cameras, magnetic door holders, automatic security doors, door strikes, and mortise lo…",1,https://www.adzuna.com/details/5819883438?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883438,,62409.71,,62409.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4MzQzOCIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.CNDcoteWkNgwT_vImBaVhG-yb5-m6QQzByHe6TsVByA,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
"Coordinator, Business Operations - Medicine - Gastroenterology and Hepatology","Summary The Department of Medicine, Section of Gastroenterology and Hepatology, is seeking an enthusiastic and reliable Coordinator, Business Operations to support the Texas Collaborative Center for Hepatocellular Cancer (TeCH). This position manages the day-to-day operations and coordinates activities across TeCH/DDC committees and cores. The coordinator serves as a key liaison among faculty, physicians, researchers, staff, community partners, vendors, public health stakeholders, and external …",1,https://www.adzuna.com/details/5819883441?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883441,,89779.53,,89779.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzNDQxIn0.Y4WF5HeQQwP3uTZ7dm3aEUBjtoERxPeDTlveqecMDY8,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,,
Research Coordinator II - Psychiatry & Behavioral Sciences,"Summary The Department of Psychiatry and Behavioral Sciences is seeking a Research Coordinator II for a clinical research study with Dr. Ellen Teng. The ideal candidate would be detail-oriented, self-motivated, and able to multitask in a clinical research setting. The Research Assistant I will be primarily responsible for research duties while also assisting with clinical and administrative tasks. This position will include data collection, organization, scoring, and management. The Research Co…",1,https://www.adzuna.com/details/5819883439?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883439,,49537.15,,49537.15,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzNDM5In0.YEDs0U1r15eQqEFt2CCHoDbaJM_JwzEYYEog_MqtHnM,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,,
Anesthesiology - Harris Health (Assistant Professor),"Summary The Department of Anesthesiology is currently seeking qualified PRN Anesthesiologist for Harris Health/Quentin Mease Locations. Candidates will serve as a key member of our team to provide high-quality, evidence-based anesthesia services to patients at high acuity levels. Job Duties Work with our Anesthesiology services team to provide high-quality, evidence-based anesthesia, and pain care services at all acuity levels, for all patients, and for several different reasons, in a variety o…",1,https://www.adzuna.com/details/5819883445?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883445,,75033.28,,75033.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4MzQ0NSIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.DPpYIRDtvaZwnc-ACvksc2omngsLHqWIwypYW7HjBNA,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Lead, Data Analytics (Undergraduate Medical Education)","Summary The Lead, Data Analytics position will support the Baylor College of Medicine School of Medicine MD program in its management of complex educational data. This position will support the integration of data sources to create generation of automated reports and dashboards that can be used for the longitudinal tracking of student and program performance. The incumbent will serve as a liaison between the MD program, the platforms in which data is collected, and BCM Information Technology un…",1,https://www.adzuna.com/details/5819883437?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:03Z,5819883437,,82585.59,,82585.59,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzNDM3In0.977Lr5Elq-qwN54e04Bu0n46vf1JcESFIUwy1vYElGI,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,IT Jobs,it-jobs,,
Obstetrics & Gynecology (Assistant Professor),"Summary The responsibilities will include managing private practice clinic duties at Texas Children's Pavilion for Women, providing OR, Labor and Delivery, and/or On-Call coverage, and participating in clinical activities at Harris Health Systems (HHS). Responsibilities will be assigned by the Chair and Division Director and may be altered in response to changing Departmental and Division needs. There will also be an expectation to participate in research projects as needed. All faculty are exp…",1,https://www.adzuna.com/details/5819883408?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:02Z,5819883408,,73939.28,,73939.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzNDA4In0.9ciUEvGFWXf1nom3tilawphGg3TmIDVX4SZVA9RQeiM,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Assistant Coordinator, Materials Management","Summary This position offers candidates the ability to enjoy a job offering unique day-to-day activities. From tracking and receivcing college shipmnets, to delivering freight, equipment, and supplies throughout the Texas Medical Center, this position offers the opportunity to develop and refind skills in inventory management, logistics software, and fleet maintenance. Job Duties Handles and maintains flow of material and products according to established guidelines. Delivers freight, equipment…",1,https://www.adzuna.com/details/5819883361?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:28:00Z,5819883361,,38185.35,,38185.35,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzMzYxIn0.UxKB3p_7ZNh_J_EdZwNiExnz5wOBjPwEanfDedMHXMA,Adzuna::API::Response::Job,Baylor College of Medicine,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
Warehouse Clerk - 1st Shift,"Warehouse Clerk in Delavan, WI starting at $20.00/Hr. dependent on experience $1,000 SIGN ON BONUS OPPORTUNITY AVAILABLE BASED ON SUCCESSFUL COMPLETION OF INTRODUCTORY PERFORMANCE EXPECTATIONS Over three weeks paid time off annually OPPORTUNITY SNAPSHOT Join our team and let’s grow together! SPX Flow in Delavan is actively growing and seeking new team members to contribute to our success. We have a direct hire, full time, permanent opening for an experienced Warehouse Clerk in Delavan at our Ho…",1,https://www.adzuna.com/details/5819883323?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:27:58Z,5819883323,-88.643714,26980.85,42.63307,26980.85,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4MzMyMyIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.mkF4VXX5bG5UiOouCfT0BdICzhWxLNOAilOax7oVf3Y,Adzuna::API::Response::Job,SPX FLOW,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Walworth County', 'Delavan']","Delavan, Walworth County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
Nurse Technician - Adult & Pediatric Float Pool - Day & Night Shift Available - PRN,"Position Title: Nurse Technician - Adult & Pediatric Float Pool - Day & Night Shift Available - PRN Department: Nursing Student Programs Job Description: Locations: OU Health University of Oklahoma Medical Center, Oklahoma Children's Hospital OU Health, and OU Health - Edmond Medical Center Shifts Available: PRN, 7A-7P or 7P-7A Float Pool offers a unique opportunity to Nurse Technicians who are looking to practice in multiple skill sets. Each shift can look different as employees will help serv…",1,https://www.adzuna.com/details/5819883177?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:27:49Z,5819883177,-97.5164,30835.03,35.4678,30835.03,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUNuQW5HS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODgzMTc3In0.zBp-NPtA9S8TiyzYpQH8JjQA9e6qGmHDIkQUCr2Fdfk,Adzuna::API::Response::Job,OU Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']","Oklahoma City, Oklahoma County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Senior Manager Consumer Marketing - Social & Community,"About the Department Our Marketing & Patient Solutions group creates and delivers human-centered experiences, where innovation meets customer-centricity, driving the ultimate experience for our patients. Our focus extends beyond transactions to craft experiences as one fully integrated, aligned and connected organization that puts empathy at the center, powered by insight and foresight. We develop an end-to-end approach to strategy, focusing on every touchpoint that impacts our customers. We le…",1,https://www.adzuna.com/details/5819882617?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:27:14Z,5819882617,-74.587335,142476.7,40.337904,142476.7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4MjYxNyIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.67rBRpgmHTJUo0e4V8Rwc5f5zx2KJ2PeuS58bhzW3ZQ,Adzuna::API::Response::Job,Novo Nordisk,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'Plainsboro']","Plainsboro, Middlesex County",Adzuna::API::Response::Category,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,,
Process Engineer I - MSAT SDF,"About the Department For more than 100 years, Novo Nordisk has been tackling the unmet medical needs of people living with serious chronic diseases, such as diabetes & obesity. Being part of Novo Nordisk allows our employees to embark on the opportunity to help improve the quality of life for millions of people around the world. In NC, we operate three pharmaceutical manufacturing facilities that are responsible for fulfilling different steps in our injectable and oral treatment supply chains. …",1,https://www.adzuna.com/details/5819882625?utm_medium=api&utm_source=abfa41a4,2026-07-29T11:27:14Z,5819882625,-78.892044,74081.5,35.998121,74081.5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTg4MjYyNSIsInMiOiIxQ25BbkdLTDhSR2NoZDdhSVZ2eURRIn0.j6CGQHhG2igwFYdKOOJNRqmb3GV5zdIg3aSXHIfFKD8,Adzuna::API::Response::Job,Novo Nordisk,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Durham County', 'Durham']","Durham, Durham County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
