title,salary_min,id,created,salary_max,longitude,__CLASS__,redirect_url,adref,latitude,description,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
Principal/Senior Principal Electromechanical Design Engineer,141131.81,5687546593,2026-04-02T10:21:52Z,141131.81,-76.49478,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546593?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=F7C26E9C8B0C45048D7F6E5138556201D74761C8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU5MyIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.1_46J0PYpNs8zyaCg9cxZJGRYDeDhCR0LxEy7dnXEeE,39.26268,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Dundalk']",Adzuna::API::Response::Location,"Dundalk, Baltimore County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,34767.56,5687546587,2026-04-02T10:21:52Z,34767.56,-117.697748,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546587?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=4011FC0A2F4DA31178FC5AD13EB86D9F05CADD6C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU4NyIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.IpaY7z1vnrPoAyZHDiX9B8su_f38pXT8tzCFkc9z3Ug,34.074452,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Los Angeles County', 'Claremont']",Adzuna::API::Response::Location,"Claremont, Los Angeles County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Principal/Senior Principal Electromechanical Design Engineer,132744.9,5687546588,2026-04-02T10:21:52Z,132744.9,-76.53144,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546588?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=6715B5587A44CE08AA93BCF8FA2B7CBB081C95E9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU4OCIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.70vf_OO2jGAjtoyMjar17rd1zYAoLT4ym66Ov7PgT2o,39.39222,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Carney']",Adzuna::API::Response::Location,"Carney, Baltimore County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Principal/Senior Principal Electromechanical Design Engineer,115970.47,5687546600,2026-04-02T10:21:52Z,115970.47,-76.57848,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546600?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=1E6B3B2B695714BCFB2B50ED35CDDE92DCF34C89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjYwMCIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.5s3uIIwbglaLEgx8ATkoftajreUIjlwIjfs6YDRSbjQ,39.31668,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Baltimore', 'Clifton']",Adzuna::API::Response::Location,"Clifton, Baltimore",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Principal/Senior Principal Electromechanical Design Engineer,149978.92,5687546583,2026-04-02T10:21:52Z,149978.92,-76.70598,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546583?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=610F26B9AD0DDA16A2F6616BC8F90C366DF30FA0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTgzIn0.OuNlSOM-oXfYJsrw3txfUT_YJoOO5dBQQ2yLQ38pgMM,39.37764,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Pikesville']",Adzuna::API::Response::Location,"Pikesville, Baltimore County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Midday Hours,45854.9,5687546582,2026-04-02T10:21:52Z,45854.9,-117.81618,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546582?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=E78E0627B1A22962A28AD2E692FBE711BEA51D17,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTgyIn0.a_dpO0m2wqrNBDj5BfZXKzX3DbsJvenwEZbwhZ0OWxM,34.00014,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Los Angeles County', 'Diamond Bar']",Adzuna::API::Response::Location,"Diamond Bar, Los Angeles County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Principal/Senior Principal Electromechanical Design Engineer,145512.28,5687546585,2026-04-02T10:21:52Z,145512.28,-76.6354,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546585?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=33E67951AB94C15B156D80A13470B29473519192,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTg1In0.NqRdRX_e0MATinNw0Pp9E8bOP4c5s-SStkNP4LsAp9U,39.1627,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Anne Arundel County', 'Linthicum']",Adzuna::API::Response::Location,"Linthicum, Anne Arundel County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,30303.81,5687546581,2026-04-02T10:21:52Z,30303.81,-117.813558,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546581?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=880163126600F342A8BD1C882D5A1B8BD9B4339F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU4MSIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.Csl_-uh2XCEYJf7JqwQ6c4SY_qgOggBCIXI7slnVXUc,33.994555,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Los Angeles County', 'Pomona']",Adzuna::API::Response::Location,"Pomona, Los Angeles County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,33253.07,5687546563,2026-04-02T10:21:51Z,33253.07,-117.37272,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546563?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=06B05188BC27A8C02E160FBF82448F051FF7734B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTYzIn0.iEbUhFyCJN4mOBNzuZ9tRX8ZOvlRhDK-mn6LUN3kK64,33.98052,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Riverside County', 'Riverside']",Adzuna::API::Response::Location,"Riverside, Riverside County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Midday Hours,41094.42,5687546577,2026-04-02T10:21:51Z,41094.42,-117.75948,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546577?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=5D9593725F06C6E3CD9576664B07F671738F6261,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU3NyIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.q92O4oZr52df5mL70vd9Xb0mKi4o214S1oA-vdITkbE,34.02828,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Los Angeles County', 'Phillips Ranch']",Adzuna::API::Response::Location,"Phillips Ranch, Los Angeles County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Daytime Hours,39145.69,5687546579,2026-04-02T10:21:51Z,39145.69,-117.396069,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546579?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=5CA170676D53480140FA88B3495BC871C1C5914D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU3OSIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0._UvFpfKJu1FaDRXBVXDGfBRIOCO1vgEp91T7ebVcxGk,34.066606,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'San Bernardino County', 'Bloomington']",Adzuna::API::Response::Location,"Bloomington, San Bernardino County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,32305.22,5687546568,2026-04-02T10:21:51Z,32305.22,-117.4346,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546568?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=038C2153FE1FD8BDA5E5AFDB8047F35700B489A2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU2OCIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.6e9TXL3YqK52hSdc8Kilzhvt7mX11ShM9E-WWZIfefg,33.96374,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Riverside County', 'Riverside']",Adzuna::API::Response::Location,"Riverside, Riverside County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Daytime Hours,41855.77,5687546573,2026-04-02T10:21:51Z,41855.77,-117.362698,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546573?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=27548E88902A4AD98F490B386DFFF3226838B0C8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTczIn0.6dKYboJGTpoNXj8zFkcI0ul8GegK-ElvCAEQh-gybuU,33.941205,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Riverside County', 'Canyon Crest']",Adzuna::API::Response::Location,"Canyon Crest, Riverside County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Midday Hours,38309.44,5687546572,2026-04-02T10:21:51Z,38309.44,-117.813558,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546572?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=02ABC384459B4368735527BCE0BF1ED89EF921B3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU3MiIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.quS41qaWYSWeS-7SMnOskfEs3C1BTc4jAIaZLRUpeT4,33.994555,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Los Angeles County', 'Pomona']",Adzuna::API::Response::Location,"Pomona, Los Angeles County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,35360.43,5687546560,2026-04-02T10:21:51Z,35360.43,-117.396069,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546560?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=D24A12CD67861BE25CF786A6292564312B1BC2C2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjU2MCIsInMiOiI1c2plcTU4dThSR0J1TDlDa0psZjlnIn0.7IEOQYFSCxSVlVyYu2zcSZ1MFJJcr3ehTvMLWiQ3_gk,34.066606,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'San Bernardino County', 'Bloomington']",Adzuna::API::Response::Location,"Bloomington, San Bernardino County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
Bilingual Behavior Technician - Afternoon Hours,32305.22,5687546567,2026-04-02T10:21:51Z,32305.22,-117.3936,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546567?se=5sjeq58u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=5776AB494C16E83E3AA50C25A2F0CB9616BA4341,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXNqZXE1OHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQ2NTY3In0.wqw3czw1B1eiDZOBPvYZyAK1INJeDD1IKo67yJOQXBg,33.95472,"Immediate positions available to work with children with autism spectrum disorder and their families! At ABS Kids we find our purpose in the wow moments our clients experience each day, learning new skills and reaching new goals. Join us as a Behavior Technician and discover wow for yourself in your career path. WorkInWow Benefits and Compensation: $20.00 - $24.50 / hour Earn an additional $2.00 /hour (premium pay) for weekends and holidays Increase for RBT certification Paid drive time / milea…",1,"['US', 'California', 'Riverside County', 'Riverside']",Adzuna::API::Response::Location,"Riverside, Riverside County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ABS Kids,Adzuna::API::Response::Company,,
