adref,description,__CLASS__,id,salary_max,latitude,salary_is_predicted,salary_min,redirect_url,created,longitude,title,category.tag,category.label,category.__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczNDA3MyIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0.75A6zbfj9-MAgZv6YhZzN_W-RKB2URoZ38biLgzNa1I,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734073,97000.0,38.38716,0,88000.0,https://www.adzuna.com/details/5825734073?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-97.65654,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'McPherson County', 'Mcpherson']","Mcpherson, McPherson County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczNDEwMyIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0._qv8BbaqbOZli0gP0CCrZzRA0OK9KIHoxnqWVYjyzKg,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734103,103835.37,42.18114,1,103835.37,https://www.adzuna.com/details/5825734103?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-91.49136,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Iowa', 'Linn County', 'Waubeek']","Waubeek, Linn County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXA1RlRvQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzM0MDgzIn0.P36aaxYcti53OMx4kRvJZQfEmrvIRDhpl1QGvQUPkfI,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734083,107664.26,38.68902,1,107664.26,https://www.adzuna.com/details/5825734083?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-96.99216,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Dickinson County', 'Herington']","Herington, Dickinson County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXA1RlRvQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzMzOTg4In0.D8Dcb44oZdt37QNzUF9rhRg_WhBBEzN9sA1b_BNZY9Q,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733988,97000.0,39.116279,0,88000.0,https://www.adzuna.com/details/5825733988?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-95.848375,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Shawnee County', 'Silver Lake']","Silver Lake, Shawnee County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzk3MyIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0.JuHVsExb_6qNcJf1VZVN-twKMstFUdY3lwoXUHP-nts,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733973,110414.38,39.020074,1,110414.38,https://www.adzuna.com/details/5825733973?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-95.554339,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Shawnee County', 'Tecumseh']","Tecumseh, Shawnee County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczNDA2MSIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0.VNa8sZUgem2HccAFMtV5wtltG_ecu7nO17pcITifLyQ,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734061,121630.51,38.82,1,121630.51,https://www.adzuna.com/details/5825734061?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-99.40866,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Ellis County', 'Antonino']","Antonino, Ellis County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczNDA3OSIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0.x5vMLdj-Ajgv-jWFWOpV9wa_cq-mTuTKaIspGMjrqxw,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734079,102107.27,38.345042,1,102107.27,https://www.adzuna.com/details/5825734079?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-98.204689,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Rice County', 'Lyons']","Lyons, Rice County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczNDA0MSIsInMiOiJZcDVGVG9DTzhSR0dnT19uMHJtZGlRIn0.jSnMkSpArijzmfHw936ixRx58jx4KELpRrEIy6aNVCQ,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825734041,99217.51,41.611742,1,99217.51,https://www.adzuna.com/details/5825734041?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-80.577348,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Ohio', 'Ashtabula County', 'Andover']","Andover, Ashtabula County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzk3NyIsInMiOiI3dWxKVDRDTzhSRzhKTXl4YlJyYzdRIn0.8Qun062Q5Y1pokUL1R0vTAqrMWkyZJgq4rxB5yWEa1w,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733977,149302.34,38.815021,1,149302.34,https://www.adzuna.com/details/5825733977?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:14Z,-94.93148,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Gardner']","Gardner, Johnson County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzk0MyIsInMiOiI3dWxKVDRDTzhSRzhKTXl4YlJyYzdRIn0.ujbnt-idlALaHv70CVJ8l1DKvElVFVsFRC64ef1oiy8,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733943,97000.0,38.739244,0,88000.0,https://www.adzuna.com/details/5825733943?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-94.831681,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Spring Hill']","Spring Hill, Johnson County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzg5MiIsInMiOiI3dWxKVDRDTzhSRzhKTXl4YlJyYzdRIn0.jxVMX0xri6P8u_yCbDakgVARl1Ieua59RNE290FIW_U,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733892,97000.0,36.73788,0,88000.0,https://www.adzuna.com/details/5825733892?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-96.0054,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Washington County', 'Bartlesville']","Bartlesville, Washington County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzOTIxIn0.eu6DJE_ghlUnvD4qWoYHk3NY1K6cTt7NCKojs7KIiU0,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733921,97000.0,37.120597,0,88000.0,https://www.adzuna.com/details/5825733921?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-93.088246,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Webster County', 'Rogersville']","Rogersville, Webster County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzg1MyIsInMiOiI3dWxKVDRDTzhSRzhKTXl4YlJyYzdRIn0.9K7w9_ywYFiFERWYCVzJvtu16DOYMw-XHKX4LYMQPYo,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733853,97000.0,37.4127,0,88000.0,https://www.adzuna.com/details/5825733853?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-94.6929,CDL-A Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Crawford County', 'Pittsburg']","Pittsburg, Crawford County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzOTM5In0.Z7Yn1T9ZxHAN1mjBu-3H-BkYg34g6cB5uA-Z-YROW4E,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733939,103192.61,36.605826,1,103192.61,https://www.adzuna.com/details/5825733939?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-93.230076,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Taney County', 'Point Lookout']","Point Lookout, Taney County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzODczIn0.w5OGnEonTDzStYLeVNC_ko_BWatTW3uhh6hKSW2YG04,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733873,97000.0,36.881635,0,88000.0,https://www.adzuna.com/details/5825733873?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-94.874085,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Ottawa County', 'Miami']","Miami, Ottawa County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzOTM3In0.g7kcyvt1S6fNS82K8VK-2iJ5e_a0VCdeUcBCBl_Tg_E,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733937,97000.0,39.160024,0,88000.0,https://www.adzuna.com/details/5825733937?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-77.983739,Class A CDL Company Driver - 6mo EXP Required - Regional - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Virginia', 'Clarke County', 'Berryville']","Berryville, Clarke County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzODcyIn0.8HHffX52GjuQXvJkLX3CCm_zDbCdwsChcPTU7eVNOnA,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733872,97977.73,36.866672,1,97977.73,https://www.adzuna.com/details/5825733872?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-94.393195,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Newton County', 'Neosho']","Neosho, Newton County",Hill Bros.,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3VsSlQ0Q084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzODI2In0.fxzG9u2vBAIGQz6cml8xA6AMWv37aZ48FyYhUJewxas,"Hiring CDL-A Drivers | Earn $85K-$95K Per Year | Home Weekly. Home Weekly - Regional - Touch the House During the week too! Details: NEW PAY RAISE - $0.65 CPM  $.06 Prod bonus  $.01 Safety bonus. $88,000 to $97,000 per year 2200-2800 miles per week Run for 6 to 8 days, take your 34 to 48 at home. Home every week! Want to make more money? – Stay out longer! – We have the miles! Nothing further west than Denver, East to Indy, Southeast to Atlanta, South to Dallas. NO COASTS! Live near Chicago, IL…",Adzuna::API::Response::Job,5825733826,119543.64,37.96416,1,119543.64,https://www.adzuna.com/details/5825733826?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:13:13Z,-91.73958,Regional Truck Driver Company - 6mo EXP Required - $88k - $97k per year - Hill Bros.,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Phelps County', 'Rolla']","Rolla, Phelps County",Hill Bros.,Adzuna::API::Response::Company,full_time,
