adref,title,redirect_url,id,salary_is_predicted,salary_max,salary_min,description,created,__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,latitude,longitude,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI4MDI5In0.FTdtXzqmmR0cQRr4RYTVYzryW99kz9VXNxNpdkRUZv0,Commercial Paint Crew,https://www.adzuna.com/land/ad/5886528029?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=393AA7004286C5B8D524F62A32B068EFE69AA1F0,5886528029,1,48382.06,48382.06,"Job Description Job Description CertaPro Painters® is looking for experienced painting crews to start painting right away! Get more local work now! If your crew is looking for immediate work painting homes and commercial buildings, we want to hear from you. We are looking for experienced painters with high attention to detail and a passion for painting. Why Work with CertaPro Painters®? Simply put, we treat our team like family. We take care of getting you the work, all you and your team has to…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,CertaPro Painters of Northeast Georgia,Adzuna::API::Response::Company,"Buford, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']",34.130792,-84.019264,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyNSIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.lyGtzRF_6q0SPBQgtS04pfUiv7CEmdvo68pTeZfRlxY,Assistant Property Manager,https://www.adzuna.com/land/ad/5886528025?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=7A8B2520C658A1EA2C8BD3585EFD7275A7C4C384,5886528025,1,58979.28,58979.28,"Job Description Job Description Ascend Talent Solutions Job Description Job Description – The Assistant Property Manager will work closely with the Property Manager, Asset Manager, Property Coordinator, and Engineering and Security teams to ensure the successful fiscal and real property management of the building. The primary responsibilities for the Assistant Property Manager will be actively participating in the preparation of the monthly and annual financial reporting packages, project manag…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Ascend,Adzuna::API::Response::Company,"San Francisco, California",Adzuna::API::Response::Location,"['US', 'California', 'San Francisco']",37.798085,-122.466538,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAwMyIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.L9l8Y09ynp-1Dp4I7aagPI5FGxCrCQpN9-GFJ3n7OeY,Community Partnership Specialist,https://www.adzuna.com/land/ad/5886528003?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=D338B594BBD801683F096223176ED849FDA1E3F8,5886528003,1,68187.35,68187.35,"Job Description Job Description Job Title: Community Partnership Specialist Classification: Exempt Status: Full-Time Reports to: Senior Manager of Community Partnerships About the Opportunity: Under the direction of the Senior Manager of Support Services and Community Partnerships, the Community Partnership Specialist works to connect JVS clients to external organizations that can assist with barrier removal to ensure enrollment and successful program completion of JVS clients. This position wi…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,JVS Boston,Adzuna::API::Response::Company,"Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",42.354856,-71.066119,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI4MDE1In0.AT0kMwhU0zQ4au_z2PMFtXuDezpxgOReQgJm3g2JSE8,Permitting Coordinator,https://www.adzuna.com/land/ad/5886528015?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=D0BB21EA6D8F20BAB6CBDE57373024767D725F68,5886528015,1,72124.54,72124.54,"Job Description Job Description M/I Homes has been building new homes of outstanding quality and superior design for 50 years. Founded in 1976 by Irving and Melvin Schottenstein and guided by Irving’s drive to always “treat the customer right,” we have fulfilled the dreams of over 170,000 homeowners and grown to become one of the nation’s leading homebuilders. M/I Homes started as a family business and grew into a national leader in a single generation with divisions in 17 markets, including Au…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",M/I Homes,Adzuna::API::Response::Company,"Naperville, DuPage County",Adzuna::API::Response::Location,"['US', 'Illinois', 'DuPage County', 'Naperville']",41.760632,-88.143778,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI3OTU5In0.Mxlkd-WaJru9vSYG6DT8Y9AXQL27Zbvf3qRbZC_DRPc,Diesel Mechanic (Mobile),https://www.adzuna.com/land/ad/5886527959?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=DB5E5D2F17E7BFC237B71384BB4B004ECC98C53A,5886527959,1,50715.28,50715.28,"Job Description Job Description Are you a seasoned mechanic who thrives on solving problems on the fly, mentoring others, and taking the lead in the shop or out in the field? Kimble Recycling and Disposal, Inc. is looking for an experienced Road Call Technician to join our team — someone who can step in confidently, lead by example, and keep our fleet running safely and efficiently. This is more than a wrench-turning role. You’ll be counted on to take initiative in diagnosing issues and bring a…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Kimble,Adzuna::API::Response::Company,"Twinsburg, Summit County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Twinsburg']",41.312555,-81.440113,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk4MiIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.FL9XolunGwu9TDbxAD-qjFrvNFD3mrNgj28ltH_E4mw,Real Estate Agent / Realtor,https://www.adzuna.com/land/ad/5886527982?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=5F942A952F23108ABE04BAEE034965A01C006C56,5886527982,1,61605.73,61605.73,"Job Description Job Description Join Our Team as a Real Estate Agent at Howard Hanna Real Estate Services! Are you ready to grow your real estate business and build a successful career? Howard Hanna Real Estate Services in Maysville, KY is looking for motivated licensed agents and future agents who want to thrive in a supportive, growth-focused brokerage. This is a 1099 independent contractor opportunity where your success is driven by your effort. If you enjoy working with people, building rel…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Maysville Auto Repair,Adzuna::API::Response::Company,"Portsmouth, Scioto County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Scioto County', 'Portsmouth']",38.731743,-82.997674,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAwNyIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.DZoXVybiDqV9sIm_ozh7V1M-8e0L_ixhilFOVrJNmj0,Tool and Die Maker CNC,https://www.adzuna.com/land/ad/5886528007?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=6B5AACE24D6CB96CD4AACAB9AF17887DFFB14FED,5886528007,1,31864.94,31864.94,Job Description Job Description Job details: Responsible for all aspect of build and final assembly of progressive dies and fixtures. Work with little to no supervision. Die maker must be able to operate all tool room equipment including CNC machines. Troubleshoot most tooling issues. Work in close tolerances /- .0002 Required to supervise subordinate level machinists on occasion. Identify opportunity to improve product and reduce cost. Run and set up CNC Mills and program basic work at machine…,2026-09-16T13:29:11Z,Adzuna::API::Response::Job,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,QuickStaff,Adzuna::API::Response::Company,"Jamestown, Chautauqua County",Adzuna::API::Response::Location,"['US', 'New York', 'Chautauqua County', 'Jamestown']",42.097002,-79.235326,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI3OTk1In0.KZqriuwPge0ca2DfkQUaJbvcF4aFjEwd2TlDHMOUp_o,Commercial Construction Superintendent,https://www.adzuna.com/land/ad/5886527995?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=D8AFE1B10328B1DA3B53933EFEF4C45B9B905584,5886527995,1,104367.3,104367.3,"Job Description Job Description Are you a hands-on leader who thrives in the fast-paced world of commercial construction? At Auld & White Constructors , we're not just building structures—we're building a legacy of quality, collaboration, and community impact. As a Commercial Superintendent , you'll be at the forefront of projects that shape the Jacksonville area, leading high-performing teams and delivering excellence every step of the way. Why Join Auld & White Constructors? We've got deep lo…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Auld & White Constructors,Adzuna::API::Response::Company,"Jacksonville, Duval County",Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']",30.342001,-81.769132,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAzOSIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.90SYraG1bAdM6UoIEk3MxvZLhsr0-I0KL7pScxX-NnA,School Age Teacher,https://www.adzuna.com/land/ad/5886528039?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=8243A87B823610A786F5284B4E00E835E99FEF6D,5886528039,1,29753.36,29753.36,"Job Description Job Description Description: Peoria Tribe of Indians of Oklahoma Job Description Equal Employment Opportunity Statement The Peoria Tribe of Indians of Oklahoma does not discriminate on the basis of race, color, national origin, sex, religion, age or disability status in employment. Individuals of Indian ancestry will be given preference by law in initial employment or re-employment. Position Purpose: Provide a successful, safe, and supervised educational environment for children…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Peoria Tribe of Indians of Oklahoma,Adzuna::API::Response::Company,"Miami, Ottawa County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Ottawa County', 'Miami']",36.878538,-94.867968,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk2MyIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.vFzGw0_ZnC3Kcj5nuNI2RGPRc8_06FsHYhQv9JkFQxQ,In-Store Event Specialists,https://www.adzuna.com/land/ad/5886527963?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=D337090D7FD91F6CA3EE9B62C7808ABADC355F39,5886527963,1,36998.58,36998.58,"Job Description Job Description Pay Range: $14-$16 per hour Job description: Looking for Flexible, Part-Time Work? We’d Love Your Experience! Join Premier Connections as a Weekend Food Demonstrator! Are you energetic, outgoing, and enjoy chatting with people? Do you like the idea of a flexible, low-stress role where you can interact with your community and share delicious food products? We’re looking for mature, friendly individuals to help represent Premier Connections in local grocery stores.…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Premier Connections LLC,Adzuna::API::Response::Company,"Wichita Falls, Wichita County",Adzuna::API::Response::Location,"['US', 'Texas', 'Wichita County', 'Wichita Falls']",33.900037,-98.478759,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAwMiIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.Ilp_0LWnyOuMJAVNhWoNMaS_oYoAHGXaOg68VJyLyKI,Window & Door Installer,https://www.adzuna.com/land/ad/5886528002?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=1853B9E1DF0881EBEC4CB319A9521FF8ACF27A88,5886528002,1,47607.17,47607.17,"Job Description Job Description Window & Door Installer Location: Glenview, IL (North Shore & Chicagoland Area) Savocchi Glass is a growing window and glass company based in Glenview, IL, and we are looking for a full-time installer to join our installation team. We are hiring for a window and door installer position. Experience is preferred, but we are also open to entry-level candidates who are reliable, hard-working, and interested in learning the trade. This is a great opportunity for someo…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Savocchi Glass Co., Inc.",Adzuna::API::Response::Company,"Glenview, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Glenview']",42.072395,-87.820586,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI4MDE0In0.V6uJRVu6D8aGcU7aNgnKpybfSUWUzVVC-MyMNQhnjcg,Psychiatric Mental Health Nurse Practitioner/Outpatient clinic/Full-Time Employment/Melbourne,https://www.adzuna.com/land/ad/5886528014?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=96DDCFB751B3F7AD3074640DA1B262104A09308F,5886528014,1,66677.96,66677.96,"Job Description Job Description Company: Harmony United Psychiatric Care Job Title: Psychiatric Mental Health Nurse Practitioner/ Outpatient clinic/Full-Time Employment Job Location: Melbourne, FL About Us Harmony United Psychiatric Care is part of Harmony United Healthcare LLC. We are a network of outpatient mental health clinics. We provide comprehensive, full-service outpatient mental health services in Florida through in-person and virtual visits through a secure online telehealth platform.…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Harmony United Psychiatric Care,Adzuna::API::Response::Company,"Melbourne, Brevard County",Adzuna::API::Response::Location,"['US', 'Florida', 'Brevard County', 'Melbourne']",28.060015,-80.621591,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyNyIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.IlGMMQL2gyRRngMHs54GwZkf8DmyM5-UbIvjInizLc0,Dance Instructor,https://www.adzuna.com/land/ad/5886528027?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=7D11DBF2E5995F584FABE2BD964E2E43BA2A8226,5886528027,1,60221.11,60221.11,"Job Description Job Description We are growing! Fred Astaire Dance Studios® is excited to be adding to our team of professional dance instructors. We are currently hiring for Dance Instructor. Whether you have years of dance and/or dance instructor experience or none at all, you could have a successful future with us! If you love interacting with people, having fun, helping others, staying VERY active, and having control over what you earn, you will love a career with Fred Astaire! As a high en…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Fred Astaire Dance Studios,Adzuna::API::Response::Company,"Smithfield, Providence County",Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Smithfield']",41.922043,-71.549507,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk5MyIsInMiOiJLRHhiTl9XeDhSR1JyX0pvblNZR3JnIn0.V0zyktdxRypwmJEhDqsYhTYDhwSWuxPTKLpMOZr-L0Y,General Application,https://www.adzuna.com/land/ad/5886527993?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=ADFD2885736C1A364B9A90303FBD5BDEA8E9878C,5886527993,1,88148.14,88148.14,"Job Description Job Description Don't See the Right Role? Let's Talk. Elite Overhead Garage Doors is always looking to connect with hardworking, dependable people who take pride in doing quality work and treating customers right. If you're interested in joining a trusted, family-owned garage door company—but don't see a specific opening that fits your background—we encourage you to submit a General Application. We've proudly served Buford and the surrounding communities since 2003, and as we co…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Elite Overhead Garage Doors,Adzuna::API::Response::Company,"Buford, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']",34.130792,-84.019264,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0R4Yk5fV3g4UkdScl9Kb25TWUdyZyIsImkiOiI1ODg2NTI3OTMzIn0.KqDqAPaHY6OMLHRflp5zS1Ox0b0SI3-ZolFNdjGvpag,Physical Therapist Assistant (PTA) - Full-Time,https://www.adzuna.com/land/ad/5886527933?se=KDxbN_Wx8RGRr_JonSYGrg&utm_medium=api&utm_source=abfa41a4&v=73AF4EDFB8C789D225DC33EB1C75D0B3BBB59DAE,5886527933,1,58920.48,58920.48,"Job Description Job Description Step Into a Rewarding Career! Join the PREMIER THERAPY Team as Our Full-Time Physical Therapist Assistant in Youngstown, Ohio! Are you ready to take the next step in your PHYSICAL THERAPIST ASSISTANT career and make a real difference in the lives of those who need it most? At PREMIER THERAPY, we're not just offering a job - we're offering a career where your skills can shine, and your impact can be felt daily! Why PREMIER THERAPY? We offer: Excellent Benefits:* E…",2026-09-16T13:29:10Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Premier Therapy,Adzuna::API::Response::Company,"Youngstown, Mahoning County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Mahoning County', 'Youngstown']",41.097644,-80.646912,,
