description,created,salary_max,id,longitude,title,redirect_url,adref,salary_min,latitude,salary_is_predicted,__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Job Details Are you looking to join a with a healthcare organization based on excellence and love? Then this is the job for you! ChristianaCare is one of the country's most dynamic healthcare organizations, centered on improving health outcomes, making high-quality care more accessible, and lowering healthcare costs. ChristianaCare includes an extensive network of outpatient services, home health care, urgent care centers, three hospitals (1,299 beds), a free-standing emergency department, a Le…",2026-08-22T09:27:43Z,117790.0,5852501705,-75.545138,Senior Accountant,https://www.adzuna.com/details/5852501705?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNzA1In0.IQCBzaUxeiqH8X8eR0KnKiFnWj8XJ_TJ5F2k6bsbSDc,73611.0,39.73126,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Christiana Care Health Services,"['US', 'Delaware', 'New Castle County', 'Wilmington']",Adzuna::API::Response::Location,"Wilmington, New Castle County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
"Department: 34319 Carlyle Place Navicent Health - Skilled Nursing Facility Status: Full time Benefits Eligible: Yes Hou rs Per Week: 40 Schedule Details/Additional Information: Full-time night shift position 7p-7am every other weekend Pay Range: $25.30 - $37.95 Job Description Licensed Practical Nurse (LPN) - Skilled Nursing & Senior Living Carlyle Place 5300 Zebulon Rd, Macon GA Schedule Night Shift Three (3) 12-hour shifts (7:00 PM to 7:00 AM) One (1) 6-hour shift each week Every other weeken…",2026-08-22T09:27:42Z,78936.0,5852501702,-83.602912,"Licensed Practical Nurse (LPN), Carlyle Place, FT Nights",https://www.adzuna.com/details/5852501702?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNzAyIn0.KjCnQdn-UgImC8rEvv7Jyck61cobajc-jwhSX2DEeIM,52624.0,32.791896,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Advocate Health and Hospitals Corporation,"['US', 'Georgia', 'Bibb County', 'Macon']",Adzuna::API::Response::Location,"Macon, Bibb County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"Position Summary The certified Physician Assistant is a critical part of our team of committed, self-motivated people who provide critical services to promote and maintain our service, care, and our values. The role of the Proliance certified Physician Assistant is well-rounded, ideal for a self-motivated person who wants to maximize their skill set and expand their clinical knowledge. In this role, you will act as first assistant in the ASC operating room and provide clinic-based care and post…",2026-08-22T09:27:42Z,36544.35,5852501703,-122.197628,Surgical First Assist (PA-C or RNFA),https://www.adzuna.com/details/5852501703?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNzAzIn0.rI98G_kU0JaM2eVJOG8acAQpSLHEqXpyN6GcNgoOhQM,36544.35,47.673156,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Proliance Surgeons,"['US', 'Washington', 'King County', 'Kirkland']",Adzuna::API::Response::Location,"Kirkland, King County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"Employee Type: Regular Work Shift: Day - 8 hour shift (United States of America) Join Team Tidelands and help people live better lives through better health! Chief Quality Officer Are you passionate about quality and committed to excellence? Consider joining our Tidelands Health team. As our region's largest health care provider, we are also one of our area's largest employers. More than 2,500 team members at more than 70 Tidelands Health locations bring our healing mission to life each day. A …",2026-08-22T09:27:42Z,94986.65,5852501701,-79.041426,Chief Quality Officer,https://www.adzuna.com/details/5852501701?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNzAxIn0.stzc5LA-JE4mKBjV09NXgPa2YSD13WLz1C_bAZbNZZQ,94986.65,33.551002,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Georgetown Hospital System,"['US', 'South Carolina', 'Horry County', 'Murrells Inlet']",Adzuna::API::Response::Location,"Murrells Inlet, Horry County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"Job Responsibilities Position will provide new-hire training (total of 8 hours per week for 1 month) on Perkins procedures, including but not limited to Local Application, Annual Performance Report, Quarterly Reports, MTC Perkins collaborations, GAPS, Amendments, and State Tech Data Management System. Will provide training on CAREERS and TRiO Programs, as well as college systems and processes, including but not limited to Colleague, My MTC, MTC Self-Serve, and Procurement Card Reports. This pos…",2026-08-22T09:27:41Z,93600.0,5852501694,-81.03101,Program Manager II (Temporary),https://www.adzuna.com/details/5852501694?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY5NCIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.Yb0Ikth6OBoz6JGzbHhOFM7h0g5lea8LRbbDTcH-hBA,89440.0,33.993555,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,State of South Carolina,"['US', 'South Carolina', 'Richland County', 'Market']",Adzuna::API::Response::Location,"Market, Richland County",Adzuna::API::Response::Category,IT Jobs,it-jobs,part_time,
"As a result of the combination of the BD Biosciences and Diagnostic Solutions business with Waters Corporation (NYSE: WAT), by applying to this role, you will be applying for a position with Waters. Waters is a global leader in life sciences, dedicated to accelerating the benefits of pioneering science through analytical technologies, informatics, and service. With a focus on regulated, high-volume testing environments, Waters’ innovative portfolio harnesses deep scientific expertise across bio…",2026-08-22T09:27:41Z,114650.31,5852501697,-119.736852,Staff Quality Engineer,https://www.adzuna.com/details/5852501697?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY5NyIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.jHpzUpq9AvJavLvMNkw8sTgDoKDG-Sv7sGL3jLu4KlU,114650.31,39.543034,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Becton Dickinson Medical Devices,"['US', 'Nevada', 'Washoe County', 'Sparks']",Adzuna::API::Response::Location,"Sparks, Washoe County",Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,full_time,
"Position Type: Substitute/ Elementary Teacher Date Posted: 8/20/2026 Location: Redtail Ridge Elementary Date Available: 11/23/2026 Closing Date: 08/30/2026 Medium Term Substitute Teacher - 4th Grade 1.0 FTE November 23, 2026 to April 11, 2027 $272.09 per Day",2026-08-22T09:27:40Z,80903.4,5852501691,,Medium Term Substitute Teacher - 4th Grade,https://www.adzuna.com/details/5852501691?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY5MSIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.dd50vXvVI0JWY_ME7EyCUsb0i-sFE1p13dK0FBlp69k,80903.4,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Prior Lake-Savage Area Schools,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,contract
"Brand Ambassador - Qui Tequila Location: Azusa, CA State: California Job Type: Part-time Pay: $30-$50 per hour About Qui Tequila QUI Tequila is a luxury, additive-free tequila brand known for its smooth profile and high-profile collaborations with Chef Nobu and artist KAWS. We are growing our presence across the California market and looking for dependable, outgoing ambassadors to represent the brand in high-traffic retail environments. Job Summary We are hiring Brand Ambassadors to host in-sto…",2026-08-22T09:27:40Z,104000.0,5852501693,-117.907563,Brand Ambassador - Qui Tequila,https://www.adzuna.com/details/5852501693?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY5MyIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.bEI0FU4UJT_KpNkC4OXR0sQwgiScmOMrk1joSAMuD9I,62400.0,34.133619,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,QUI Tequila,"['US', 'California', 'Los Angeles County', 'Azusa']",Adzuna::API::Response::Location,"Azusa, Los Angeles County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,part_time,
"Use the wristband or photo card file to identify residents before administering treatments, serving meals, etc., as necessary. Use only authorized abbreviations established by this facility when recording information. Report all changes in the resident’s condition to the Nurse as soon as practical. Record all entries on flow sheets, notes, charts, etc., in an informative, descriptive manner. Report all accidents and incidents you observe on the shift that they occur. Agree not to disclose resid…",2026-08-22T09:27:36Z,48585.09,5852501686,,Caregiver,https://www.adzuna.com/details/5852501686?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY4NiIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.vL_9H3Ri38pG3RHRDTMnjG6_31OItqcOsxOtjVnUlKs,48585.09,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,PACS Group,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"Our Team Members deliver over the top guest experience while working in a variety of roles within the restaurant. Whether they are acting as the “Dough person”, the “Shakerboarder”, or “Guest Service Specialist”, they are focused on hot, fresh food, and creating happy guests. Second Shift schedule. Your working hours will be explained by your Store Manager at the time of hire, as work hours may vary by job responsibilities. Certain circumstances may require temporary modification of established…",2026-08-22T09:27:35Z,43325.78,5852501683,-112.425776,Crew Member / S 4Th Ave,https://www.adzuna.com/details/5852501683?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNjgzIn0.4xbNGrlaG8IxlQqBN09UiYmMP1DlOrXlC5Fa9sBv0gc,43325.78,42.884546,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Elcee,"['US', 'Idaho', 'Bannock County', 'Westwood Village']",Adzuna::API::Response::Location,"Westwood Village, Bannock County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
"Description Additional Information: This hotel is owned and operated by an independent franchisee, HEI Hotels & Resorts. The franchisee is a separate company and a separate employer from Marriott International, Inc. The franchisee solely controls all aspects of the hotel’s employment policies and practices, including hiring, firing, discipline, staffing, compensation, benefits, and all other terms and conditions of employment. If you accept a position at this hotel, you will be employed by a fr…",2026-08-22T09:27:35Z,85522.68,5852501684,-84.502154,"Director, Revenue Management",https://www.adzuna.com/details/5852501684?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY4NCIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.DlKUYmU_fdbUZSWnWemMwjnklWZ8UJNxUjrxRVPeWfA,85522.68,39.105431,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Marriott Hotels Resorts,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']",Adzuna::API::Response::Location,"Cincinnati, Hamilton County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Personal Trainer for Adults with Developmental Disabilities - Newbury Park Are you looking for a job that values people and connection? Sounds like you? Come join us at People Creating Success at our E3 facility as a Personal Trainer ! Encourage healthy habits and stay active! Your Responsibilities Demonstrate and teach proper exercise techniques Participate in community outings using company vans or public transportation Collaborate with participants and colleagues on personalized workout plan…,2026-08-22T09:27:33Z,49920.0,5852501678,-118.92648,Personal Trainer for Adults with Disabilities,https://www.adzuna.com/details/5852501678?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNjc4In0.QaG7ddvqIOw70TewC_4S6_bHkrIrRrxLo2-ZUBje-3A,43680.0,34.18536,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,PEOPLE CREATING SUCCESS,"['US', 'California', 'Ventura County', 'Thousand Oaks']",Adzuna::API::Response::Location,"Thousand Oaks, Ventura County",Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,part_time,
Position Type: Paraeducator Date Posted: 8/20/2026 Location: Ferrucci Junior High Date Available: 26/27 SCHOOL YEAR Closing Date: 08/26/2026 Posting : AP7834 Location : Ferrucci Junior High School Position : Special Education Para - Support Center Rate : PESPA Level 3 Hours: 6.95 hours per day (Includes 30-minute unpaid break) Schedule: Monday-Friday 7:00AM - 2:27PM Calendar : 191-Day Notes : THIS POSTING IS FOR THE 26/27 SCHOOL YEAR Flexibility to ride the bus. May work primarily with one stud…,2026-08-22T09:27:33Z,41695.57,5852501680,,Special Education Paraeducator - Support Center,https://www.adzuna.com/details/5852501680?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY4MCIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.7WealuLEaxE07kmZD5BsAlAH2NyMA36XX51zAax_i9I,41695.57,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Puyallup School District,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
"This opportunity is located within our Ensign-Bickford Aerospace & Defense Company business, a global leader of mission-critical hardware and systems solutions including precision energetics systems and innovative explosive solutions. Click here to learn more. Job Description The Material Handler will perform a variety of tasks involved with inventory management, stocking, moving work in process, coordinating explosive quantity limits, packaging, and waste disposal necessary to facilitate effic…",2026-08-22T09:27:33Z,45639.68,5852501677,-72.792461,Material Handler,https://www.adzuna.com/details/5852501677?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY3NyIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.XdPpffheJ6mdsXETsvvppMtuapmWy37JNZpsvqiL4wY,45639.68,41.877507,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ensign-Bickford Industries,"['US', 'Connecticut', 'Hartford County', 'Simsbury']",Adzuna::API::Response::Location,"Simsbury, Hartford County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"City, State: Montgomery, Texas Title: Greenskeeper Location: Montgomery, TX FLSA: Non-Exempt Status: Full-time Reports to: Golf Course Maintenance Super Attendant Pay Range: $13- 15/HR Job Summary: The Greenskeeper is responsible for the daily maintenance and care of the golf course grounds, including turf, bunkers, greens, and landscaping. This role plays a critical part in preserving the playability, appearance, and overall quality of the course to ensure an exceptional guest experience for g…",2026-08-22T09:27:32Z,31200.0,5852501675,-86.322464,Greenskeeper,https://www.adzuna.com/details/5852501675?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU3VUdXh5NmU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUyNTAxNjc1In0.ejJdBKg7Nm9JSEO1hqhHAw0O0cvg5ylAv8PI-tjUync,27040.0,32.398932,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Stonebridge Hospitality Associates,"['US', 'Alabama', 'Montgomery County', 'Montgomery']",Adzuna::API::Response::Location,"Montgomery, Montgomery County",Adzuna::API::Response::Category,Maintenance Jobs,maintenance-jobs,full_time,
"Full-time Description Rehab Director – Full-Time OTA Location: Bryan, OH Job Type: Full-Time Discipline: Occupational Therapy Assistant (OTA) Are you an experienced OTA looking for a leadership opportunity? Join our team as a Rehab Director in Bryan, OH! We are looking for a motivated, team-oriented OTA who is ready to take the next step in their career while continuing to make a difference with patients. What You’ll Do Lead and support the therapy team and daily rehab operations Help ensure qu…",2026-08-22T09:27:32Z,57144.89,5852501676,-84.567098,Occupational Therapy Assistant (OTA) – Rehab Director | Full-Time,https://www.adzuna.com/details/5852501676?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMTY3NiIsInMiOiJTdVR1eHk2ZThSR1NiOFZwRFJEaVZBIn0.trYYGSTqanGlAHY3MA6h34ghk4S2BKTBQZhwZoVNUjI,57144.89,41.47301,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Concept Rehab,"['US', 'Ohio', 'Williams County', 'Bryan']",Adzuna::API::Response::Location,"Bryan, Williams County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
