title,redirect_url,longitude,__CLASS__,salary_max,created,adref,salary_is_predicted,latitude,id,description,salary_min,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Ski Sales Associate,https://www.adzuna.com/details/5878758146?utm_medium=api&utm_source=abfa41a4,-82.56054,Adzuna::API::Response::Job,39520.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTQ2In0.eQyMmwYNdIGQ9HaPE1DGelJiEIG-12IQCCCfS2Stmgo,0,35.64678,5878758146,"About This Role SKI COUNTRY SPORTS, The Asheville Bicycle Company's parent store, is seeking enthusiastic and knowledgeable Ski Sales Associates to join our retail team in Asheville, NC. In this role, you will connect with the local outdoor community, helping beginners and seasoned winter athletes select the perfect ski gear, apparel, and accessories for their next mountain adventure. Your passion for snow sports and exceptional customer service will drive sales and ensure every guest leaves re…",33280.0,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Buncombe County', 'Grace Sta']","Grace Sta, Buncombe County",Adzuna::API::Response::Company,Asheville Bicycle Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,full_time,permanent
Afterschool Childcare Assistant,https://www.adzuna.com/details/5878758163?utm_medium=api&utm_source=abfa41a4,-79.752326,Adzuna::API::Response::Job,20800.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTYzIn0.1iijGJw2CN5KPbxwn4DU82h2W0BoIZ1vOyz2zDdEGek,0,34.142525,5878758163,"About This Role About Us CELECTS Education is a growing, family-centered organization dedicated to creating a supportive and engaging environment for children. We believe children should have a safe, welcoming place to learn, play, and build relationships with others. Position Summary CELECTS Education is looking for a dependable and caring Afterschool Childcare Provider to supervise school-aged children in our afterschool program. This is a part-time position working with a small group of appr…",20800.0,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Florence County', 'Effingham']","Effingham, Florence County",Adzuna::API::Response::Company,CELECTS Education,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
Childcare center - Child Educator Assistant,https://www.adzuna.com/details/5878758149?utm_medium=api&utm_source=abfa41a4,-114.288687,Adzuna::API::Response::Job,36400.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTQ5In0.0XgwIa_1lEvt4gQmK8H4MhLqAXExFLYFN2_DG0iNeqY,0,34.144445,5878758149,"About This Role The Teacher Assistant supports the Teachers and the Director by helping to create a caring and safe environment for the children and assisting in activities to improve the overall care and quality of education. S/he must be able to communicate, listen and work well with others in a team environment. Assisting the staff in implementing a quality educational program and in developing positive relationships with the children and their parents, the Teacher Assistant observes and doc…",32240.0,Adzuna::API::Response::Location,"['US', 'Arizona', 'La Paz County', 'Parker']","Parker, La Paz County",Adzuna::API::Response::Company,Tiny Cactus Daycare LLC,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
2nd grade School Teacher,https://www.adzuna.com/details/5878758157?utm_medium=api&utm_source=abfa41a4,-87.90521,Adzuna::API::Response::Job,55000.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTU3In0.c4eh0UaZzaJ5LBgh3FQDSiYkGVGM0FgHjkglKDzpIhE,0,43.07058,5878758157,"About This Role Teachers at Malaika Early Learning Center are held to the highest standards and are required to maintain a safe and healthy learning environment for students, while facilitating developmentally appropriate curriculum to promote optimal physical, social/emotional, and intellectual growth of young children. What You'll Do The teacher’s duties include but are not limited to the following: Develop a positive, achievement-oriented and structured learning environment so that all stude…",47000.0,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Shorewood']","Shorewood, Milwaukee County",Adzuna::API::Response::Company,Malaika Early Learning Center,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,permanent
Assistant Preschool Teacher,https://www.adzuna.com/details/5878758175?utm_medium=api&utm_source=abfa41a4,-77.5191,Adzuna::API::Response::Job,32448.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTc1In0.sz53MSMOTC6nD12xpBI6hWKywH5pBEalHx0bx2Pnfr0,0,37.5802,5878758175,"About This Role We are seeking a qualified and caring individual to support the Lead Teacher in creating a comprehensive and engaging program for young children, aligning with school policies and best practices in early childhood education. What You'll Do As a key member of our team, you will assist the Lead Teacher in developing and implementing a program of activities that promotes the social, emotional, physical, and spiritual development of each child enrolled in ELNS. The position is Monda…",32448.0,Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Tuckahoe']","Tuckahoe, Henrico County",Adzuna::API::Response::Company,Epiphany Lutheran Nursery School,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
Preschool Teacher,https://www.adzuna.com/details/5878758152?utm_medium=api&utm_source=abfa41a4,-72.93083,Adzuna::API::Response::Job,54080.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODE1MiIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.yH5XEYvXIhc2mrs-e-Lst7YoPh-Ztuhegiwwi_js8jI,0,41.317804,5878758152,"About This Role The Children’s Preschool is seeking a passionate, collaborative, and reflective Preschool Teacher who believes children are capable, curious learners and is committed to an emergent, play-based curriculum. The ideal candidate creates meaningful learning experiences based on children's interests, observations, and developmental needs while fostering strong relationships with families and colleagues. What You'll Do Plan and implement an emergent, child-centered curriculum using pr…",45760.0,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Hamden']","Hamden, New Haven County",Adzuna::API::Response::Company,The Children's Preschool,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,permanent
Infant Teacher,https://www.adzuna.com/details/5878758147?utm_medium=api&utm_source=abfa41a4,-76.232318,Adzuna::API::Response::Job,33280.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODE0NyIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.7ha27OmXXHSjMOuV7NDZ9vQON7tkz6ET84dZu7j2JgE,0,36.686212,5878758147,"About This Role The teacher selected for this position will be responsible for general supervision and management of children ages 6 weeks to 24 months. The teacher will provide individualized care, happiness and safety to each child. Must be able to work 6:30-12:30 or 12:30-6:00. What You'll Do Provide a safe and caring environment Aid in infant development Monitor age appropriate milestone achievements Create age appropriate activities Give bottles and feedings as provided by the guardians So…",29120.0,Adzuna::API::Response::Location,"['US', 'Virginia', 'Chesapeake City', 'Chesapeake']","Chesapeake, Chesapeake City",Adzuna::API::Response::Company,Centerville Baptist Children's Program,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
Early Childhood Educator,https://www.adzuna.com/details/5878758148?utm_medium=api&utm_source=abfa41a4,-73.048115,Adzuna::API::Response::Job,73028.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTQ4In0.m7tdg35e26S4dKjnW0NimUlq_Hf-XtEoONgkycPmReE,0,43.177204,5878758148,"About This Role Come join an amazing teaching team! Northshire Day School is hiring a full-time teacher assistant to work with children 6 weeks to 5 years. Candidate must be available to work 8:00am-4:30pm. NDS is an Equal Opportunity Employer. What You'll Do Candidates must be excited and enthusiastic about working with and educating young children, have the ability to create a safe and nurturing environment, proficient written and verbal communication, knowledge about the STARS program, early…",34361.0,Adzuna::API::Response::Location,"['US', 'Vermont', 'Bennington County', 'Manchester Center']","Manchester Center, Bennington County",Adzuna::API::Response::Company,Northshire Day School,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,permanent
Male Assistant Teacher,https://www.adzuna.com/details/5878758177?utm_medium=api&utm_source=abfa41a4,-81.20783,Adzuna::API::Response::Job,31200.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTc3In0.81CgypFZk3ENBQ0oo7F-WCANJPBFyLQ8PcJZHm2lN10,0,35.005776,5878758177,"About This Role We are looking for a caring, dependable, and energetic Male Assistant Teacher to join our childcare team. This is a great opportunity for a man who enjoys working with children and wants to make a positive difference in their daily lives. Our Male Assistant Teacher will work closely with the Lead Teacher to provide children with a safe, nurturing, structured, and engaging classroom environment . We value the positive impact that a caring male teacher can have on children and are…",31200.0,Adzuna::API::Response::Location,"['US', 'South Carolina', 'York County', 'York']","York, York County",Adzuna::API::Response::Company,Agape United Daycare,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,permanent
Opener,https://www.adzuna.com/details/5878758155?utm_medium=api&utm_source=abfa41a4,-72.71796,Adzuna::API::Response::Job,37440.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MTU1In0.BqIOPqJuo4cpCDa9PBwF-wYKv9mGWaPBfutBS50nw2M,0,41.70264,5878758155,"About This Role Dependable, responsible person needed to open our child care center Monday through Friday 6:30 am until 8:30 am. Additional hours may be available for substituting. This is a great position if you are retired or are enrolled in college. What You'll Do Open center at 6:30 am Greet families and children keep attendance Requirements Must be able to be on time Arrive by 6:30 am",35360.0,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Newington']","Newington, Hartford County",Adzuna::API::Response::Company,KIDCO,Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,part_time,permanent
Early Childhood Preschool Teacher,https://www.adzuna.com/details/5878758168?utm_medium=api&utm_source=abfa41a4,-70.974344,Adzuna::API::Response::Job,45760.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODE2OCIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.qoXj0fZqZfE5x7P-xSvEm7dA0vCPDnqz8rk5icWRTFY,0,43.301887,5878758168,"About This Role Looking for a job where tiny hands, big giggles, and ""look what I made!"" moments are just part of the daily routine? We're looking for a passionate, energetic individual who genuinely loves working with young childrennot just an individual who tolerates the chaos, but someone who actually loves it. If you're the kind of person who gets excited about a great lesson plan, celebrates every milestone, and believes early childhood education can change a child's whole trajectory, we w…",35360.0,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Strafford County', 'Gonic']","Gonic, Strafford County",Adzuna::API::Response::Company,Rochester Child Care Center,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,permanent
Teaching Assistant,https://www.adzuna.com/details/5878758156?utm_medium=api&utm_source=abfa41a4,-73.08798,Adzuna::API::Response::Job,41080.0,2026-09-10T12:26:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODE1NiIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.A5y-sLTTGJOnjf7hSGFNvrSO-Jg7Mc0zoyty7KcQ8YU,0,44.42766,5878758156,"About This Role Join Our Team at Williston Enrichment Center! We're offering a competitive hiring and retention bonus - $1000 total! We're seeking part-time assistant teachers to join our fantastic team, who are passionate about early childhood education, and want to learn and grow in a supportive and values-driven environment. We offer a variety of schedules to fit your needs, with positions ranging from 10-30 hours per week, and the flexibility to combine positions to create a full-time role.…",33280.0,Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Williston']","Williston, Chittenden County",Adzuna::API::Response::Company,Williston Enrichment Center,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
Customer Service Specialist,https://www.adzuna.com/details/5878758111?utm_medium=api&utm_source=abfa41a4,-89.727452,Adzuna::API::Response::Job,49920.0,2026-09-10T12:26:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODExMSIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.iWkjyL_G-jVF_V3U91m7I6CZhjXx017MWxpkGraIFY0,0,39.769,5878758111,"About This Role We're seeking a Sales Consultant to join our team at Flooring America. Your primary responsibility will be to assist customers in selecting the perfect flooring for their home, taking into account factors such as quality, type, and color. You will also be responsible for estimating and pricing projects to ensure a smooth installation process. Able to follow up with customers throughout the project, from initial consultation to final installation. Our goal is to provide exception…",34424.0,Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Archer']","Archer, Sangamon County",Adzuna::API::Response::Company,Flooring America,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,permanent
"Retail Sales Associate Springfield, IL",https://www.adzuna.com/details/5878758112?utm_medium=api&utm_source=abfa41a4,-89.727452,Adzuna::API::Response::Job,72800.0,2026-09-10T12:26:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc1ODExMiIsInMiOiJuSWVsN2ppdDhSRzFEOTc2MG5PM19nIn0.HLCRp9ujfeFY3It7r5aTjbLWUqDIJEXidIx65u6BXnw,0,39.769,5878758112,"About This Role Job Summary and Mission The sales associate role is a critical part of the store's success, responsible for selling flooring products and services, serving customer accounts, and driving profitability. Directly reporting to the sales manager, this associate works collaboratively with other sales team members to grow sales and contribute to the store's productivity and profitability. About Us Flooring America has been a trusted flooring retailer in our local community since 2010.…",34840.0,Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Archer']","Archer, Sangamon County",Adzuna::API::Response::Company,Flooring America,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,permanent
PICU RN,https://www.adzuna.com/land/ad/5878758093?se=nIel7jit8RG1D9760nO3_g&utm_medium=api&utm_source=abfa41a4&v=A98055B50434895AA15AB526E33A89AE81CE696A,-71.271092,Adzuna::API::Response::Job,145000.0,2026-09-10T12:25:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MDkzIn0.GYGgkJK2_5OhqWzscE2wO_qdJcEf_IOeLMDyCA-mZvs,0,42.101265,5878758093,"Wise Medical Staffing is seeking an experienced PICU RN to deliver high-acuity care to critically ill children in partner hospitals. In this contract role, you’ll perform comprehensive pediatric assessments, manage ventilators and drips, administer medications, and respond to rapid changes in patient status. You’ll collaborate closely with a multidisciplinary team while educating and supporting families. Wise Medical Staffing offers flexible assignments, competitive pay, and personalized, peopl…",120000.0,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Norfolk County', 'Foxboro']","Foxboro, Norfolk County",Adzuna::API::Response::Company,Wise Medical Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,contract
Evening Teacher 3pm to 9pm,https://www.adzuna.com/details/5878758069?utm_medium=api&utm_source=abfa41a4,-84.03306,Adzuna::API::Response::Job,32240.0,2026-09-10T12:25:56Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkllbDdqaXQ4UkcxRDk3NjBuTzNfZyIsImkiOiI1ODc4NzU4MDY5In0.ZsRZxFJfwbNuVJQl2e2RrxM23K-MbSlkLFi2qkhZfUU,0,34.12413,5878758069,"About This Role We are searching for an enthusiastic and nurturing Toddler Teacher to join our team! The ideal candidate will have a solid grasp of child development principles, be skilled at designing and implementing tailored lesson plans, and create a supportive classroom environment that encourages independence, curiosity, and social-emotional growth in toddlers aged 1 to 3 years. What You'll Do Develop and implement interactive, age-specific lesson plans that support language, motor skills…",31200.0,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']","Buford, Gwinnett County",Adzuna::API::Response::Company,All About Children Learning Center,Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,permanent
