adref,redirect_url,latitude,id,salary_max,description,created,salary_min,title,salary_is_predicted,__CLASS__,contract_time,longitude,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.area,location.__CLASS__,location.display_name,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNjYwMSIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.1Dcmcjr9HsK20acYry_sofv6TwABvhdu4RqRlOqLr9s,https://www.adzuna.com/land/ad/5818416601?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=C4487E47A70361647F4FEB3D2537ED597C9208B3,32.760168,5818416601,86212.84,"Summary: The Associate Principal, Strong at least 10 years Deep Linux administration skills, Linux Administrator is responsible for managing and maintaining enterprise Linux server environments through hands-on daily operational activities. This role ensures the stability, performance, security, and availability of Linux infrastructure across on-premises and cloud environments. The position requires strong operational expertise, a proactive approach to system health, and the ability to work acr…",2026-07-28T11:16:03Z,86212.84,Linux Administrator,1,Adzuna::API::Response::Job,,-96.765058,SRI Tech Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTM3In0.77N3chEKGXUk6lzmLw7IfUe-hcFk3T6Kea9-tL-Ko6c,https://www.adzuna.com/land/ad/5818416537?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=5B9830EFB53044B6129255A979D62A0FAAC51878,32.760168,5818416537,103964.18,"Title: MQ Exit Developer (C Programming) Location: Dallas, TX Duration: 6 Months Job Responsibilities: Maintain existing IBM MQ channel exits, API exits, and message exits using C programming. Ensure exit implementations are thread-safe and optimized for multi-threaded IBM MQ environments. Integrate MQ exit logic with external systems such as LDAP and REST APIs where required. Provide L3 support for MQ exit-related issues in production environments. Work with platform and application teams to r…",2026-07-28T11:15:59Z,103964.18,MQ Exit Developer (C Programming),1,Adzuna::API::Response::Job,,-96.765058,Thunderhawk Technology Partners,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNjUxNiIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.ltVxf1RP9UdCwYCEEvuprTGzy5VHCmG1o0D4qbp0Rqc,https://www.adzuna.com/land/ad/5818416516?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=93429FB8C08DA03A66C0A41E042641D486000623,37.56,5818416516,116293.2,"Title:QA Automation Lead with AI Location: Richmond,VA-Onsite Experience:14yrs Role Summary customer-facing Forward Deployed Engineer (FDE) specializing in AI-powered Quality Engineering and Test Automation. The FDE works with customers and development teams to design comprehensive test strategies, leverage AI to generate and optimize test assets, develop robust Playwright automation frameworks, and validate AI-generated code to ensure production-quality software. Key Responsibilities * Collabo…",2026-07-28T11:15:58Z,116293.2,QA Automation Lead with AI,1,Adzuna::API::Response::Job,,-77.45,"California SoftTech, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Virginia', 'Richmond County', 'Richmond']",Adzuna::API::Response::Location,"Richmond, Richmond County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTI1In0.yA13cuekmtHB8BQYYkQEEgPeQ_LkV2dpyjZ2vVvc25Q,https://www.adzuna.com/land/ad/5818416525?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=5445554D76B6CED348D905D51E97091D7AAA745C,37.34901,5818416525,109851.42,"Job Title: Dell Boomi Integration Consultant Location: Onsite – Santa Clara, CA Job Overview We are looking for an experienced Dell Boomi Integration Consultant for an onsite contract role in Santa Clara, CA . The consultant will be responsible for designing, developing, testing, and deploying enterprise integrations using the Dell Boomi AtomSphere platform. This role requires strong experience integrating Salesforce and other enterprise applications. Experience with NetSuite integrations is a …",2026-07-28T11:15:58Z,109851.42,Dell Boomi Integration Consultant,1,Adzuna::API::Response::Job,,-121.93915,Cloud Integrator,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'California', 'Santa Clara County', 'Santa Clara']",Adzuna::API::Response::Location,"Santa Clara, Santa Clara County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTIwIn0.55RTsrzEJEhWdGMAWm3to-AbA8QkZj1BT3ZF2it3PEE,https://www.adzuna.com/land/ad/5818416520?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=8B237EA4EC6C2910ACB4337C55EB0748D6436D57,29.6403,5818416520,81614.17,"Your role Our solutions are a key part of most industries - electronics, medical research, renewable energy, food production, infrastructure and many more. Working with us means working with the latest technologies and groundbreaking, sustainable innovations. Join us on our journey for a better tomorrow. Mission Provide support for compressor system design, application engineering, and proposal generation for the Oil Free Air division. To succeed, you will need Role and Responsibilities: Techni…",2026-07-28T11:15:58Z,81614.17,Application Engineer,1,Adzuna::API::Response::Job,,-95.4359,Atlas Copco Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"['US', 'Texas', 'Harris County', 'Trammells']",Adzuna::API::Response::Location,"Trammells, Harris County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTEzIn0.HvlKyqlUeXqA4F7qfiLIUBFkLbkcLVuHfM2js_NYViE,https://www.adzuna.com/land/ad/5818416513?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=E52780F978EFA78C71628172EBA7FE3491928B88,37.672449,5818416513,186993.7,"Title: Senior Microsoft SQL Developer (Level 4) Location: Mechanicsville, VA 23116 (3 days onsite) LOCALS ONLY Duration: Long Term (12 months) Interview Mode: Video  Onsite Position Summary The Senior Microsoft SQL Developer will support the modernization of an enterprise tolling transaction platform undergoing a partial rewrite using microservices and modularization. This role is a critical part of theAgile/Scrum project team and is responsible for developing, optimizing, andmodernizing SQL co…",2026-07-28T11:15:57Z,186993.7,Senior Microsoft SQL Developer,1,Adzuna::API::Response::Job,,-77.384156,"MetaSense, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Virginia', 'Henrico County', 'Chamberlayne']",Adzuna::API::Response::Location,"Chamberlayne, Henrico County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTA3In0.jkhHO6ezQWUmN6LcZqfdYDr2uQQVfypCiQxXkUMNU0Q,https://www.adzuna.com/land/ad/5818416507?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=4B84EDC7DE25FF6F2268557CFE782019C6F658FA,,5818416507,161897.94,"Manager, Software Engineering Salary: Open  Bonus Preferred Location: Chicago, IL (Hybrid 3 days onsite, 2 days remote) Secondary Location: Boston, MA / New York, NY / DC area / Miami, FL / Dallas, TX / Houston, TX *We are unable to provide sponsorship for this role* Qualifications Bachelor's degree 6 years of hands-on software engineering experience building cloud-native applications on Azure 3 years of experience with Azure Container Apps, Azure Kubernetes Service (AKS), or equivalent contain…",2026-07-28T11:15:57Z,161897.94,"Manager, Software Engineering",1,Adzuna::API::Response::Job,,,"Request Technology, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2NTA4In0.Vdy2AYUn7MwNTpobKt4AdvLRUnkUcZH0HGQ-7cNMPHU,https://www.adzuna.com/land/ad/5818416508?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=F8B260A1D5786E32F68D305FBB3A6B8A93F27AB2,,5818416508,114564.29,"Requirement: Active Directory Engineer 6 Months Remote Core Directory Infrastructure & Engineering Active Directory Management: Deploy and manage enterprise Active Directory infrastructure, including Domain Controllers, AD LDS, complex trust relationships, and Organizational Unit (OU) structures. Enterprise Tooling: Ensure seamless integration and operational health of directory services with enterprise tools such as SCCM, SCOM, and Quest RMAD (Recovery Manager for Active Directory). Secure API…",2026-07-28T11:15:57Z,114564.29,Active Directory Engineer,1,Adzuna::API::Response::Job,,,Ilantus Services Private Limited,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE2MjE2In0.Wefhsl3L2kI6SelbLeFbiQ1gdCu1qtS7md1wk4Dza7g,https://www.adzuna.com/land/ad/5818416216?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=1AA9DDAD0496861471516D2790E1946B1339E274,38.551943,5818416216,186757.73,"Our Deloitte AI & Engineering team works to transform technology platforms, drive innovation, and help make a significant impact on our clients' success. You'll work alongside talented professionals reimagining and reengineering operations and processes that are critical to businesses. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through innovation. Work you'll do As an Anthropic Forward Deployed Engineer (FDE), you will wor…",2026-07-28T11:15:37Z,186757.73,Anthropic Forward Deployed Engineer - GPS with Security Clearance,1,Adzuna::API::Response::Job,,-121.370015,Deloitte,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"['US', 'California', 'Sacramento County', 'Rosemont']",Adzuna::API::Response::Location,"Rosemont, Sacramento County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTk0MSIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.za7gTpVG-HnwOV4rw4BDAB7DTKTn58kcBH7FClJ3MZc,https://www.adzuna.com/land/ad/5818415941?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=4E228195D26EA874BD52083A216B48F811669C72,,5818415941,81442.88,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you'd like, where you'll be supported and inspired by a collaborative community of colleagues around the world, and where you'll be able to reimagine what's possible. Join us and help the world's leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Location This is an onsite role based in Camp Hill, PA. About the job you're considering We ar…",2026-07-28T11:15:11Z,81442.88,SDET - Functional POS Quality Engineer,1,Adzuna::API::Response::Job,,,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE1OTYwIn0.edIvVUuzKFYvMW2941CcNzjHqXLi3EUEUNgtWPZXCQ4,https://www.adzuna.com/land/ad/5818415960?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=DB030BFC203737CDB19363E953DFB2D9F0C58B2A,,5818415960,106316.81,"At Capgemini Engineering, the world leader in engineering services, we bring together a global team of engineers, scientists, and architects to help the world's most innovative companies unleash their potential. From autonomous cars to life-saving robots, our digital and software technology experts think outside the box as they provide unique R&D and engineering services across all industries. Join us for a career full of opportunities. Where you can make a difference. Where no two days are the…",2026-07-28T11:15:11Z,106316.81,Aerospace Industry Engineering Partner,1,Adzuna::API::Response::Job,,,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTk1MiIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.Be688bv1fQdwFVldYC9bk6O_sEFNgFMG3Os2L0wJRtQ,https://www.adzuna.com/land/ad/5818415952?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=109730858D022B5FCC3F9E8E52043EFBF3F876D7,,5818415952,118651.36,"At Capgemini Engineering, the world leader in engineering services, we bring together a global team of engineers, scientists, and architects to help the world's most innovative companies unleash their potential. From autonomous cars to life-saving robots, our digital and software technology experts think outside the box as they provide unique R&D and engineering services across all industries. Join us for a career full of opportunities. Where you can make a difference. Where no two days are the…",2026-07-28T11:15:11Z,118651.36,Commercial Project Manager - Pharma Domain,1,Adzuna::API::Response::Job,,,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTk0MCIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.C7OKCmGE--m9Aa6aMj_bCLT0oDwa8h3Y6fi7G3EPiuc,https://www.adzuna.com/land/ad/5818415940?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=2F02EB079BF19AAA6B6595299CC9C218C337896D,,5818415940,116724.31,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you'd like, where you'll be supported and inspired by a collaborative community of colleagues around the world, and where you'll be able to reimagine what's possible. Join us and help the world's leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Location This role is hybrid in Orlando, FL. Grade The grade for this role is C1. About the jo…",2026-07-28T11:15:11Z,116724.31,Senior Quality Engineer,1,Adzuna::API::Response::Job,,,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTk1NSIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.ncHOkNStT6aLpYqpjUMuGnerNLJISqCVfMroLeXlAWk,https://www.adzuna.com/land/ad/5818415955?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=BBB57BB18E2A2BFFC4A6F406CCCAD164EBCC5239,26.879782,5818415955,113539.48,"We are seeking a Salesforce Platform Product Owner to lead the strategy, governance, security, and continuous improvement of our enterprise Salesforce platform. This role is responsible for maintaining platform health, ensuring security and compliance, driving architectural best practices, and partnering with engineering teams to deliver a scalable, reliable, and high-performing Salesforce environment. The ideal candidate combines strong Salesforce platform expertise with product ownership, gov…",2026-07-28T11:15:11Z,113539.48,Salesforce Product Owner/Senior Salesforce Platform Product Owner,1,Adzuna::API::Response::Job,,-80.053374,"VDart, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Florida', 'Palm Beach County', 'Juno Beach']",Adzuna::API::Response::Location,"Juno Beach, Palm Beach County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTkzOSIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.SIFG5Su-cvj1544vVGG4o4RLDXt6vndwX8XWUqfFyNA,https://www.adzuna.com/land/ad/5818415939?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=D230EF11E0A10438FF4A1828F11B124CA8CE81D4,34.057,5818415939,131668.42,"We’re hiring a Financial Systems ERP Product Lead to drive the strategy and evolution of enterprise finance platforms within a product-led delivery model. This role partners closely with Finance and Technology to deliver measurable business outcomes across core F&A processes. RESPONSIBILITIES Own the product roadmap and lifecycle for financial systems (iterative, value-driven delivery) Translate Finance needs into scalable product solutions across R2R, P2P, and O2C Act as the bridge between bus…",2026-07-28T11:15:11Z,131668.42,Product Lead - Financial Systems,1,Adzuna::API::Response::Job,,-84.082,LevelUp Squared,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Georgia', 'Gwinnett County', 'Suwanee']",Adzuna::API::Response::Location,"Suwanee, Gwinnett County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQxNTk0NCIsInMiOiJrcXVXNHBpSzhSRzZjLWpTUFFGa21RIn0.QrJ0HzBy-S6ek4eA0qb5S75oYIbkFwCmFvJgNQ9qqA8,https://www.adzuna.com/land/ad/5818415944?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=81AD942631AFA1915B65E1BC24C32113A0DB381B,42.108919,5818415944,133128.03,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you'd like, where you'll be supported and inspired by a collaborative community of colleagues around the world, and where you'll be able to reimagine what's possible. Join us and help the world's leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Location This role is hiring in Houston, TX - Must be local or willing to relocate. Onsite and…",2026-07-28T11:15:11Z,133128.03,SAP S/4 GROW (Public Cloud) Solution Architect,1,Adzuna::API::Response::Job,,-71.45631,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Massachusetts']",Adzuna::API::Response::Location,"Massachusetts, US",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoia3F1VzRwaUs4Ukc2Yy1qU1BRRmttUSIsImkiOiI1ODE4NDE1OTM4In0.10jMfIFZpCX132w5fTRrZgrDUAAHMjhj3CfLqzaRaiQ,https://www.adzuna.com/land/ad/5818415938?se=kquW4piK8RG6c-jSPQFkmQ&utm_medium=api&utm_source=abfa41a4&v=747A35222964303011C072251943880FDB74ADBC,39.863792,5818415938,113094.57,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you'd like, where you'll be supported and inspired by a collaborative community of colleagues around the world, and where you'll be able to reimagine what's possible. Join us and help the world's leading organizations unlock the value of technology and build a more sustainable, more inclusive world. About the Job You're Considering The Strategy and Transformation consultant supports Capgemini…",2026-07-28T11:15:11Z,113094.57,Capgemini Invent: Organizational Purpose & Strategy Managing Consultant,1,Adzuna::API::Response::Job,,-89.15483,"Capgemini America, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Illinois']",Adzuna::API::Response::Location,"Illinois, US",
