adref,description,salary_is_predicted,__CLASS__,longitude,salary_max,salary_min,redirect_url,created,latitude,title,contract_type,id,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzIxNyIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.GBQprOLl3W71Rm0M5eoKQsdSmqqmlUIsvLZDZ2w7-xA,"The Site Reliability Engineer is a key force behind improving Origami’s time to resolution and advancing overall site reliability and scalability. This person participates in efforts to identify root causes during post-incident investigations, while also identifying preventative measures to minimize future disruptions. They also assist with identifying root causes in performance challenges in client implementations and implement methods for tracking key performance metrics across clients. Start…",1,Adzuna::API::Response::Job,-87.8849,272656.56,272656.56,https://www.adzuna.com/land/ad/5862367217?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=B2532360AB0347FDF6596893372AAC301943D4EB,2026-08-30T13:17:11Z,41.9613,Site Reliability Engineer,,5862367217,it-jobs,Adzuna::API::Response::Category,IT Jobs,Origami Risk,Adzuna::API::Response::Company,"Schiller Park, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Schiller Park']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzIyNSIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.muQeJX68oHSB6v-cknV3DFB_GAEB5lfB_qEAIwHrUJk,"Codeworks, an LRS company, is seeking a Senior Software Engineer for a direct‑hire, fully remote opportunity supporting one of our client partners. This role offers the opportunity to contribute to the development of modern, cloud‑based SaaS solutions within a collaborative and distributed engineering team. Our client is seeking a Senior Software Engineer to support the development of modern, cloud‑based SaaS applications for a technology‑focused financial software client. This is a full‑time, …",1,Adzuna::API::Response::Job,-73.97528,232478.73,232478.73,https://www.adzuna.com/land/ad/5862367225?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=1CBE10983CE480DBADF03509138E95C944E00913,2026-08-30T13:17:11Z,40.75284,Senior Software Engineer - Remote,,5862367225,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Levi, Ray & Shoup",Adzuna::API::Response::Company,"Grand Central, Manhattan",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MjI2In0.Z3t0AdmvbqATtdtgirMCxdNzIqrzSJxiVFrL6JXxMIs,"LRS Consulting Services is seeking an AI/ML Platform Architect for an exciting contract to hire opportunity with our client. Lead the design, architecture, and implementation of an AI/ML platform, services, and solutions. This role will shape the intelligence layer of our Unified Security Posture Management (USPM) platform, driving innovation in AI, machine learning, and automation to deliver actionable business outcomes. You will partner with Product, Engineering, Customer Success, Marketing, …",1,Adzuna::API::Response::Job,-96.765058,200530.4,200530.4,https://www.adzuna.com/land/ad/5862367226?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=4061F9616F286FF1FF393D3671DACD5378723C8A,2026-08-30T13:17:11Z,32.760168,AI/ML Platform Architect - Remote,contract,5862367226,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Levi, Ray & Shoup",Adzuna::API::Response::Company,"Highland Park, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzIxOCIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.0HIzBVuuD9LhFBKPJCV-m9k1c83XYN5tPqcPY6eTSuU,"LRS Consulting Services is seeking an AI/ML Platform Architect for an exciting contract to hire opportunity with our client. Lead the design, architecture, and implementation of an AI/ML platform, services, and solutions. This role will shape the intelligence layer of our Unified Security Posture Management (USPM) platform, driving innovation in AI, machine learning, and automation to deliver actionable business outcomes. You will partner with Product, Engineering, Customer Success, Marketing, …",1,Adzuna::API::Response::Job,-118.2538,216704.95,216704.95,https://www.adzuna.com/land/ad/5862367218?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=4074970EC97305DD4070410139CFF130F9F984C9,2026-08-30T13:17:11Z,34.0414,AI/ML Platform Architect - Remote,contract,5862367218,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Levi, Ray & Shoup",Adzuna::API::Response::Company,"Textile Finance, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Textile Finance']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MjMxIn0.fxtkhAFPfFpC5yEQ8ZwaoCsBsMjTiD-A_fDLOW-IpTQ,"Passion, excitement & global collaboration are all core to what it means to be a FlyMate. At Flywire, we’re on a mission to deliver the world’s most important and complex payments. We use our Flywire Advantage - the combination of our next-gen payments platform, proprietary payment network and vertical specific software, to help our clients get paid, and help their customers pay with ease - no matter where they are in the world. What more do we need to truly be unstoppable? Perhaps, that is you…",1,Adzuna::API::Response::Job,-71.05,129407.48,129407.48,https://www.adzuna.com/land/ad/5862367231?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=D627200329473B69F9862D9A796A568E9F24BD41,2026-08-30T13:17:11Z,42.34,"Account Executive, Education",,5862367231,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Flywire,Adzuna::API::Response::Company,"South Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MjE5In0.MqqFgsBLKb6qTi_SujOrqJTBJ_9FnvgCgKwx4Q-v1YE,"LRS Consulting Services is seeking an AI/ML Platform Architect for an exciting contract to hire opportunity with our client. Lead the design, architecture, and implementation of an AI/ML platform, services, and solutions. This role will shape the intelligence layer of our Unified Security Posture Management (USPM) platform, driving innovation in AI, machine learning, and automation to deliver actionable business outcomes. You will partner with Product, Engineering, Customer Success, Marketing, …",1,Adzuna::API::Response::Job,-121.9221,215405.64,215405.64,https://www.adzuna.com/land/ad/5862367219?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=AB496BD25E464D266A1809A17503E21F3E0627AC,2026-08-30T13:17:11Z,37.3063,AI/ML Platform Architect - Remote,contract,5862367219,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Levi, Ray & Shoup",Adzuna::API::Response::Company,"Campbell, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Campbell']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MjIzIn0.vA0whKbS0LLZiLHDXNih9TmU0whVfHgRTi8AgE8Bhqc,"Codeworks, an LRS company, is seeking a Senior Software Engineer for a direct‑hire, fully remote opportunity supporting one of our client partners. This role offers the opportunity to contribute to the development of modern, cloud‑based SaaS solutions within a collaborative and distributed engineering team. Our client is seeking a Senior Software Engineer to support the development of modern, cloud‑based SaaS applications for a technology‑focused financial software client. This is a full‑time, …",1,Adzuna::API::Response::Job,,193502.77,193502.77,https://www.adzuna.com/land/ad/5862367223?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=D20131C7849B37DF9746E2DB0CABB098A12D77D7,2026-08-30T13:17:11Z,,Senior Software Engineer - Remote,,5862367223,it-jobs,Adzuna::API::Response::Category,IT Jobs,"Levi, Ray & Shoup",Adzuna::API::Response::Company,"Washington, Washington, D.C.",Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzIzMiIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.2yl7qRmFbUnqApkK42trdM3t67RP_wYSGN7eZ8kp6oM,"Passion, excitement & global collaboration are all core to what it means to be a FlyMate. At Flywire, we’re on a mission to deliver the world’s most important and complex payments. We use our Flywire Advantage - the combination of our next-gen payments platform, proprietary payment network and vertical specific software, to help our clients get paid, and help their customers pay with ease - no matter where they are in the world. What more do we need to truly be unstoppable? Perhaps, that is you…",1,Adzuna::API::Response::Job,-71.05,200955.03,200955.03,https://www.adzuna.com/land/ad/5862367232?se=YIEWEJek8RGpJaYqy5sVlA&utm_medium=api&utm_source=abfa41a4&v=5994A68F0A4E6567685B908FDD6371BFDE0A3D9A,2026-08-30T13:17:11Z,42.34,"Senior Product Manager, People Systems",,5862367232,it-jobs,Adzuna::API::Response::Category,IT Jobs,Flywire,Adzuna::API::Response::Company,"South Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MTUzIn0.3FnGgVTRUSbwC_1T-4aowktOBXtFpCGyaLw8bGX03XE,"Now Hiring: Part-Time, Weekend & PRN Caregivers! Build Your Career with Nurse Next Door Location: Clayton & Surrounding Areas Job Types: Part-time, PRN, Full time, Weekend, and Bench (On-Call/Future Assignment) Are you an exceptional caregiver looking for meaningful work with a company that truly values you? At Nurse Next Door, we provide premium in-home care for seniors—and we’re building our caregiver team to meet growing demand. Whether you're looking for extra weekend hours, a flexible part…",1,Adzuna::API::Response::Job,-78.457851,44336.06,44336.06,https://www.adzuna.com/details/5862367153?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:33Z,35.614603,Caregiver,,5862367153,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Nurse Next Door,Adzuna::API::Response::Company,"Clayton, Johnston County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Johnston County', 'Clayton']",part_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MTQ5In0.pgKKddx8xbdZE-RI4StcAIYz-k7fPOHn8E8kGqmrFbA,"Aardvark Tax Advisors is a full-service tax, accounting, and advisory firm serving small businesses and entrepreneurs. We’re the accounting and client services practice of Cynch AI. We’re growing fast. As the accounting profession faces a growing succession challenge, we’re partnering with retiring practitioners and thoughtfully bringing their clients into Aardvark, preserving the trusted relationships and personal service those clients value. We use proprietary AI to amplify your expertise whi…",0,Adzuna::API::Response::Job,-122.030796,170000.0,140000.0,https://www.adzuna.com/details/5862367149?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,36.974117,Tax Manager,,5862367149,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Cynch AI,Adzuna::API::Response::Company,"Santa Cruz, Santa Cruz County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Cruz County', 'Santa Cruz']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzE1MCIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.Ntwb83yoX9qBb3LbOtrrSHXD-RfHN6ayrpoSiliAfVY,"Aardvark Tax Advisors is a full-service tax, accounting, and advisory firm serving small businesses and entrepreneurs. We’re the accounting and client services practice of Cynch AI. We’re growing fast. As the accounting profession faces a growing succession challenge, we’re partnering with retiring practitioners and thoughtfully bringing their clients into Aardvark, preserving the trusted relationships and personal service those clients value. We use proprietary AI to amplify your expertise whi…",0,Adzuna::API::Response::Job,,150000.0,115000.0,https://www.adzuna.com/details/5862367150?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,,Tax Manager,,5862367150,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Cynch AI,Adzuna::API::Response::Company,US,Adzuna::API::Response::Location,['US'],full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzE1MSIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.BXSSqqSssTQBu7Eo9A4ozPGZUZdyDuVUq-ufZTOb7A8,"New Flyer is North America's heavy-duty transit bus leader and offers the most advanced product line under the Xcelsior® and Xcelsior CHARGE® brands. It also offers infrastructure development through NFI Infrastructure Solutions™, a service dedicated to providing safe, sustainable, and reliable charging and mobility solutions. Further information is available at www.newflyer.com . POSITION SUMMARY As an integral member of our production team, you will be tasked with performing essential manual …",1,Adzuna::API::Response::Job,-85.91992,42667.22,42667.22,https://www.adzuna.com/details/5862367151?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,33.677138,Production Assembler 2nd Shift,,5862367151,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,New Flyer,Adzuna::API::Response::Company,"Anniston, Calhoun County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Calhoun County', 'Anniston']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzE0NyIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.4mEWzRWrD3QtXGd4sfy3Gm2WffrFpVJdGvOSiAjQkhk,"Are you a corporate professional seeking a dynamic career shift? Ready to break free from routine, gain a fresh perspective, and achieve true work-life balance? We partner with an established global organisation operating within the growing Personal Development and Leadership Education sector. Its programmes help motivated individuals strengthen their mindset, overcome limiting beliefs, build resilience and create meaningful personal transformation. We’re connecting with ambitious, self-motivat…",1,Adzuna::API::Response::Job,-81.715936,59894.13,59894.13,https://www.adzuna.com/details/5862367147?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,30.095923,Growth & Sales Leadership,contract,5862367147,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,GearUp2Success,Adzuna::API::Response::Company,"Fleming Island, Clay County",Adzuna::API::Response::Location,"['US', 'Florida', 'Clay County', 'Fleming Island']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM2NzE0NiIsInMiOiJZSUVXRUplazhSR3BKYVlxeTVzVmxBIn0.Y9znV7zBTGAiSb3jEGxu7CTXYybfobf8PT6z1rgqcrI,"Aardvark Tax Advisors is a full-service tax, accounting, and advisory firm serving small businesses and entrepreneurs. We’re the accounting and client services practice of Cynch AI. We’re growing fast. As the accounting profession faces a growing succession challenge, we’re partnering with retiring practitioners and thoughtfully bringing their clients into Aardvark, preserving the trusted relationships and personal service those clients value. We use proprietary AI to amplify your expertise whi…",0,Adzuna::API::Response::Job,-122.032182,170000.0,140000.0,https://www.adzuna.com/details/5862367146?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,37.322998,Tax Manager,,5862367146,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Cynch AI,Adzuna::API::Response::Company,"Cupertino, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Cupertino']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MTQ4In0.IHreQ7R_smVvePN3OH502Hc-vImlKnYw0-GFTTIHwaY,"Roof Boyz LLC serves homeowners and property owners with residential roofing solutions backed by clear standards and dependable service. Working across tile re-felts, foam recoats, and shingle replacements, the team focuses on giving customers straightforward guidance and price-locked estimates they can trust. As a Field Marketer, you will play an important role in creating first impressions and building interest in the company’s services within the community. This role is centered on connectin…",0,Adzuna::API::Response::Job,-112.363459,100000.0,85000.0,https://www.adzuna.com/details/5862367148?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:25Z,33.509082,Field Marketer (The ROOF Boyz),,5862367148,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,JJM Marketing LLC,Adzuna::API::Response::Company,"Litchfield Park, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Litchfield Park']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUlFV0VKZWs4UkdwSmFZcXk1c1ZsQSIsImkiOiI1ODYyMzY3MTQ0In0.3yDzbg_MP79q0kgFhKEv8qnsDu37w3O-3498qBj-lx0,"Aardvark Tax Advisors is a full-service tax, accounting, and advisory firm serving small businesses and entrepreneurs. We’re the accounting and client services practice of Cynch AI. We’re growing fast. As the accounting profession faces a growing succession challenge, we’re partnering with retiring practitioners and thoughtfully bringing their clients into Aardvark, preserving the trusted relationships and personal service those clients value. We use proprietary AI to amplify your expertise whi…",0,Adzuna::API::Response::Job,-122.548587,170000.0,140000.0,https://www.adzuna.com/details/5862367144?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:58:24Z,38.121815,Tax Manager,,5862367144,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Cynch AI,Adzuna::API::Response::Company,"Novato, Marin County",Adzuna::API::Response::Location,"['US', 'California', 'Marin County', 'Novato']",full_time
